row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.9997438594
MeanDiff,LogReg,0.8354776559
MeanDiff,PCA,0.9921073196
MeanDiff,Random,0.01911411428
KMeans,MeanDiff,0.9997438594
KMeans,KMeans,1
KMeans,LogReg,0.8304184517
KMeans,PCA,0.9925424104
KMeans,Random,0.01947439014
LogReg,MeanDiff,0.8354776559
LogReg,KMeans,0.8304184517
LogReg,LogReg,1
LogReg,PCA,0.7834148216
LogReg,Random,0.001792572965
PCA,MeanDiff,0.9921073196
PCA,KMeans,0.9925424104
PCA,LogReg,0.7834148216
PCA,PCA,1
PCA,Random,0.02044604632
Random,MeanDiff,0.01911411428
Random,KMeans,0.01947439014
Random,LogReg,0.001792572965
Random,PCA,0.02044604632
Random,Random,1
