row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,7.178978667e-05
MeanDiff,LogReg,0.5167581433
MeanDiff,PCA,0.02551242382
MeanDiff,Random,0.00574438905
KMeans,MeanDiff,7.178978667e-05
KMeans,KMeans,1
KMeans,LogReg,0.004859474215
KMeans,PCA,0.978329116
KMeans,Random,-0.003296836517
LogReg,MeanDiff,0.5167581433
LogReg,KMeans,0.004859474215
LogReg,LogReg,1
LogReg,PCA,0.01118349898
LogReg,Random,0.001479114908
PCA,MeanDiff,0.02551242382
PCA,KMeans,0.978329116
PCA,LogReg,0.01118349898
PCA,PCA,1
PCA,Random,0.006789361255
Random,MeanDiff,0.00574438905
Random,KMeans,-0.003296836517
Random,LogReg,0.001479114908
Random,PCA,0.006789361255
Random,Random,1
