row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.9721120066
MeanDiff,LogReg,0.6588391131
MeanDiff,PCA,0.9540689102
MeanDiff,Random,0.006634872766
KMeans,MeanDiff,0.9721120066
KMeans,KMeans,1
KMeans,LogReg,0.5353646252
KMeans,PCA,0.9913800535
KMeans,Random,0.02037566342
LogReg,MeanDiff,0.6588391131
LogReg,KMeans,0.5353646252
LogReg,LogReg,1
LogReg,PCA,0.4841517682
LogReg,Random,-0.01010397742
PCA,MeanDiff,0.9540689102
PCA,KMeans,0.9913800535
PCA,LogReg,0.4841517682
PCA,PCA,1
PCA,Random,0.01955169804
Random,MeanDiff,0.006634872766
Random,KMeans,0.02037566342
Random,LogReg,-0.01010397742
Random,PCA,0.01955169804
Random,Random,1
