scenario_id,cos_valence,capture_valence,cos_bend
politeness-apology-003,0.4797120994,0.2301236983,0.1391693083
politeness-apology-013,0.5660269739,0.3203865352,0.7324205991
politeness-apology-043,0.5728105588,0.3281119362,0.6999967062
politeness-apology-057,0.4141797119,0.1715448338,-0.2685938427
politeness-apology-065,-0.06463677996,0.004177913324,0.6695951655
politeness-apology-067,0.02439240829,0.0005949895823,0.513218847
politeness-apology-081,0.601619158,0.3619456113,0.843707507
politeness-apology-098,0.4010977776,0.1608794272,0.5170372794
politeness-bad-news-delivery-020,0.3360817608,0.1129509499,0.7779237386
politeness-bad-news-delivery-028,0.4571966642,0.2090287898,0.7162880467
politeness-bad-news-delivery-066,0.6291175737,0.3957889215,0.8769960608
politeness-bad-news-delivery-073,0.5277793835,0.2785510776,0.7300275632
politeness-complaint-030,0.6402383183,0.4099051043,0.907468844
politeness-complaint-032,0.5355658488,0.2868307784,0.8346990273
politeness-complaint-040,0.2076689196,0.04312638019,0.7267971597
politeness-complaint-049,0.5097218982,0.2598164135,0.7337747203
politeness-complaint-063,0.07857381516,0.006173844429,0.3429245787
politeness-complaint-072,-0.05755481304,0.003312556504,0.8451717869
politeness-complaint-089,0.4464710437,0.1993363928,0.6317624885
politeness-correction-002,0.6496773983,0.4220807218,0.647479294
politeness-correction-005,0.5394241342,0.2909783966,0.8200094474
politeness-correction-007,0.5393746945,0.290925061,0.8511639454
politeness-correction-024,0.6996790789,0.4895508134,0.3298654415
politeness-correction-027,0.3698176167,0.1367650696,0.06992024293
politeness-correction-045,0.7350331934,0.5402737954,0.8637140269
politeness-correction-051,0.3840581025,0.1475006261,0.8625579761
politeness-correction-076,0.4378134724,0.1916806366,0.8182049494
politeness-correction-087,0.6356991467,0.4041134051,0.3009343775
politeness-criticism-or-feedback-023,0.2661883934,0.07085626078,-0.5739915149
politeness-criticism-or-feedback-036,0.5751832392,0.3308357586,0.6133111097
politeness-criticism-or-feedback-041,0.3377085084,0.1140470366,0.5128791838
politeness-criticism-or-feedback-050,0.5952812803,0.3543598027,0.8877950614
politeness-criticism-or-feedback-054,0.4704321747,0.221306431,0.8642453023
politeness-criticism-or-feedback-071,0.5025679166,0.2525745108,0.6724425495
politeness-criticism-or-feedback-099,0.5110717862,0.2611943707,0.1014338252
politeness-criticism-or-feedback-100,0.4106321233,0.1686187407,0.5892987999
politeness-disagreement-012,0.4892788863,0.2393938285,-0.1018879533
politeness-disagreement-035,0.7233028429,0.5231670026,0.650382478
politeness-disagreement-047,0.5768600913,0.3327675649,0.124251763
politeness-disagreement-048,0.5824515925,0.3392498576,0.6321557834
politeness-disagreement-075,0.6095022444,0.371492986,0.07542372882
politeness-disagreement-086,0.5527032481,0.3054808804,0.2717962608
politeness-inquiry-sensitive-008,0.5754683609,0.3311638344,0.6815388556
politeness-inquiry-sensitive-009,0.4916708864,0.2417402606,0.2730111754
politeness-inquiry-sensitive-016,0.03781791401,0.00143019462,0.6548910899
politeness-inquiry-sensitive-092,0.4987642844,0.2487658114,-0.0900161204
politeness-refusal-038,0.3586645784,0.1286402798,0.8068178332
politeness-refusal-058,0.643112811,0.4135940877,0.8365396414
politeness-refusal-064,0.5621182454,0.3159769218,0.8010868971
politeness-refusal-069,0.488396748,0.2385313835,0.4603280048
politeness-refusal-077,0.3063862722,0.09387254779,0.5289520026
politeness-refusal-080,0.4747623302,0.2253992702,0.7627244618
politeness-refusal-083,0.3946078007,0.1557153164,0.6368109029
politeness-refusal-090,0.6399155426,0.4094919016,0.5973330773
politeness-reminder-017,-0.03966843543,0.001573584769,0.1110615103
politeness-reminder-018,0.3673648148,0.1349569072,0.8857381609
politeness-reminder-019,0.5465104083,0.2986736264,0.8078536198
politeness-reminder-021,0.2962348189,0.0877550679,0.8779289926
politeness-reminder-079,0.1313673571,0.01725738251,0.5283546497
politeness-reminder-094,-0.06725689234,0.004523489568,0.8960608622
politeness-request-001,0.4908068408,0.2408913549,-0.1479728484
politeness-request-006,0.7007057572,0.4909885581,0.7258490298
politeness-request-025,0.5686187125,0.3233272402,0.8828230444
politeness-request-029,0.3611931784,0.1304605121,0.2998976752
politeness-request-031,0.5879940225,0.3457369705,0.1777223425
politeness-request-037,0.6710301175,0.4502814186,0.2586215326
politeness-request-053,0.5641868282,0.3183067771,0.8332063255
politeness-request-056,0.1553407,0.02413073309,0.7507383778
politeness-request-061,0.5723305318,0.3275622377,0.5269649682
politeness-request-074,0.4918278522,0.2418946362,0.3647992878
politeness-request-093,0.2916315864,0.08504898219,0.6629177736
politeness-request-097,0.6510787556,0.423903546,0.8749871629
