row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.5065031779
MeanDiff,LogReg,0.7052008733
MeanDiff,PCA,0.5731888479
MeanDiff,Random,0.02431798929
KMeans,MeanDiff,0.5065031779
KMeans,KMeans,1
KMeans,LogReg,0.2558682369
KMeans,PCA,0.9629509876
KMeans,Random,0.04061012974
LogReg,MeanDiff,0.7052008733
LogReg,KMeans,0.2558682369
LogReg,LogReg,1
LogReg,PCA,0.2970610222
LogReg,Random,0.01991082212
PCA,MeanDiff,0.5731888479
PCA,KMeans,0.9629509876
PCA,LogReg,0.2970610222
PCA,PCA,1
PCA,Random,0.03785312426
Random,MeanDiff,0.02431798929
Random,KMeans,0.04061012974
Random,LogReg,0.01991082212
Random,PCA,0.03785312426
Random,Random,1
