panel,scenario_id,level,pc1,pc2
raw,politeness-apology-003,negative,-51.29024292,-11.10273073
raw,politeness-apology-003,neutral,-57.60308444,-4.822998775
raw,politeness-apology-003,positive,-60.41122374,-4.304033603
raw,politeness-apology-013,negative,63.4224869,-12.44538289
raw,politeness-apology-013,neutral,40.1359596,-4.494596494
raw,politeness-apology-013,positive,44.5729737,-3.980500612
raw,politeness-apology-043,negative,17.87874153,-9.355420944
raw,politeness-apology-043,neutral,-15.03077675,-11.28400816
raw,politeness-apology-043,positive,-8.495297257,-10.25972799
raw,politeness-apology-057,negative,-28.73372132,-7.538026239
raw,politeness-apology-057,neutral,-26.70602671,-6.603060695
raw,politeness-apology-057,positive,-41.61090651,-8.226910291
raw,politeness-apology-065,negative,24.11626326,-4.748238446
raw,politeness-apology-065,neutral,23.16294469,-2.949491327
raw,politeness-apology-065,positive,50.40858238,-4.99812613
raw,politeness-apology-067,negative,-33.53504792,-5.051038187
raw,politeness-apology-067,neutral,-34.13785133,-1.658298575
raw,politeness-apology-067,positive,-20.70365625,-5.932400728
raw,politeness-apology-081,negative,15.37264717,-7.071227216
raw,politeness-apology-081,neutral,-21.2459055,1.458226814
raw,politeness-apology-081,positive,-3.273020219,-2.636967049
raw,politeness-apology-098,negative,27.19257425,-10.68538531
raw,politeness-apology-098,neutral,16.24981175,-7.224841389
raw,politeness-apology-098,positive,25.03803814,-9.150649646
raw,politeness-bad-news-delivery-020,negative,52.04531849,1.670911137
raw,politeness-bad-news-delivery-020,neutral,35.02803386,3.033083837
raw,politeness-bad-news-delivery-020,positive,51.33501585,0.5477215605
raw,politeness-bad-news-delivery-028,negative,-12.57260574,-8.971028786
raw,politeness-bad-news-delivery-028,neutral,-33.25566565,1.08420809
raw,politeness-bad-news-delivery-028,positive,-16.34202801,-0.7157895016
raw,politeness-bad-news-delivery-066,negative,91.23787519,-6.107680325
raw,politeness-bad-news-delivery-066,neutral,57.21687407,2.756440175
raw,politeness-bad-news-delivery-066,positive,73.68030387,-3.800287317
raw,politeness-bad-news-delivery-073,negative,44.2358914,-6.156792555
raw,politeness-bad-news-delivery-073,neutral,23.99389186,0.2261382754
raw,politeness-bad-news-delivery-073,positive,33.68104044,-6.04398036
raw,politeness-complaint-030,negative,-15.28881502,-5.773903826
raw,politeness-complaint-030,neutral,-87.29950142,0.956278345
raw,politeness-complaint-030,positive,-42.34066409,4.109300664
raw,politeness-complaint-032,negative,-17.59955517,-5.938569485
raw,politeness-complaint-032,neutral,-40.29382028,1.447977361
raw,politeness-complaint-032,positive,-17.19054642,1.261148268
raw,politeness-complaint-040,negative,42.81019915,-4.537991524
raw,politeness-complaint-040,neutral,36.77474786,0.6625157406
raw,politeness-complaint-040,positive,58.9921735,0.4150583279
raw,politeness-complaint-049,negative,50.87947137,-5.766146034
raw,politeness-complaint-049,neutral,39.80618831,-4.020446543
raw,politeness-complaint-049,positive,53.80335356,-0.07735923839
raw,politeness-complaint-063,negative,55.47115009,-7.322468099
