row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.7594062881
MeanDiff,LogReg,0.6734923747
MeanDiff,PCA,0.7611680863
MeanDiff,Random,0.006692167244
KMeans,MeanDiff,0.7594062881
KMeans,KMeans,1
KMeans,LogReg,0.3363174427
KMeans,PCA,0.9910231683
KMeans,Random,0.022448918
LogReg,MeanDiff,0.6734923747
LogReg,KMeans,0.3363174427
LogReg,LogReg,1
LogReg,PCA,0.3332556559
LogReg,Random,-0.005590407084
PCA,MeanDiff,0.7611680863
PCA,KMeans,0.9910231683
PCA,LogReg,0.3332556559
PCA,PCA,1
PCA,Random,0.02510584473
Random,MeanDiff,0.006692167244
Random,KMeans,0.022448918
Random,LogReg,-0.005590407084
Random,PCA,0.02510584473
Random,Random,1
