row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.9997438594
MeanDiff,LogReg,0.8354776559
MeanDiff,PCA,0.9921073199
MeanDiff,Random,0.045599825
KMeans,MeanDiff,0.9997438594
KMeans,KMeans,1
KMeans,LogReg,0.8304184517
KMeans,PCA,0.9925424107
KMeans,Random,0.04497341051
LogReg,MeanDiff,0.8354776559
LogReg,KMeans,0.8304184517
LogReg,LogReg,1
LogReg,PCA,0.7834148223
LogReg,Random,0.02882498024
PCA,MeanDiff,0.9921073199
PCA,KMeans,0.9925424107
PCA,LogReg,0.7834148223
PCA,PCA,1
PCA,Random,0.04620905789
Random,MeanDiff,0.045599825
Random,KMeans,0.04497341051
Random,LogReg,0.02882498024
Random,PCA,0.04620905789
Random,Random,1
