panel,scenario_id,level,pc1,pc2
raw,politeness-apology-003,negative,-20.08505104,-9.747261472
raw,politeness-apology-003,neutral,-15.50436256,12.5978177
raw,politeness-apology-003,positive,-10.8660174,11.7235897
raw,politeness-apology-013,negative,-21.82683737,-15.00164616
raw,politeness-apology-013,neutral,-14.56286528,10.17938994
raw,politeness-apology-013,positive,-14.13835693,18.72831364
raw,politeness-apology-043,negative,-14.59684353,-24.25361435
raw,politeness-apology-043,neutral,-19.93516578,-10.20205236
raw,politeness-apology-043,positive,-16.04947211,-4.43510008
raw,politeness-apology-057,negative,-5.866717857,-14.77256138
raw,politeness-apology-057,neutral,-17.05491617,4.133601372
raw,politeness-apology-057,positive,-15.58169068,4.954747027
raw,politeness-apology-065,negative,-6.005159384,-16.2356692
raw,politeness-apology-065,neutral,-3.455591549,6.148466899
raw,politeness-apology-065,positive,-7.241510824,-3.64156392
raw,politeness-apology-067,negative,-13.55164658,-2.904216671
raw,politeness-apology-067,neutral,-9.744530868,10.8584893
raw,politeness-apology-067,positive,-13.08155538,13.45839406
raw,politeness-apology-081,negative,-7.942302397,-18.3131571
raw,politeness-apology-081,neutral,3.909068619,8.952620039
raw,politeness-apology-081,positive,-2.258561375,10.56126039
raw,politeness-apology-098,negative,-23.46865658,-10.50142292
raw,politeness-apology-098,neutral,-15.50453243,4.032801907
raw,politeness-apology-098,positive,-20.91108601,3.584007709
raw,politeness-bad-news-delivery-020,negative,-1.174676229,6.639539195
raw,politeness-bad-news-delivery-020,neutral,2.48202631,17.08050545
raw,politeness-bad-news-delivery-020,positive,-2.387901406,8.353481386
raw,politeness-bad-news-delivery-028,negative,-18.20166138,-11.78081765
raw,politeness-bad-news-delivery-028,neutral,-11.28648602,22.43878477
raw,politeness-bad-news-delivery-028,positive,-10.83827082,18.37741245
raw,politeness-bad-news-delivery-066,negative,-9.258723795,-18.48277292
raw,politeness-bad-news-delivery-066,neutral,-2.544723898,14.57358995
raw,politeness-bad-news-delivery-066,positive,-10.07407742,4.048675331
raw,politeness-bad-news-delivery-073,negative,-14.34873733,-13.86676169
raw,politeness-bad-news-delivery-073,neutral,-5.739550626,10.31768987
raw,politeness-bad-news-delivery-073,positive,-11.54046155,-3.383437738
raw,politeness-complaint-030,negative,-6.138278708,-4.71283302
raw,politeness-complaint-030,neutral,0.2487138856,5.117251054
raw,politeness-complaint-030,positive,11.88484206,6.020035801
raw,politeness-complaint-032,negative,-9.341669023,-5.967170308
raw,politeness-complaint-032,neutral,0.561631069,21.52872825
raw,politeness-complaint-032,positive,0.1755547384,11.0575745
raw,politeness-complaint-040,negative,-11.89727611,-5.110111154
raw,politeness-complaint-040,neutral,-7.49205886,23.75278405
raw,politeness-complaint-040,positive,-5.194203544,7.74970289
raw,politeness-complaint-049,negative,-15.04827106,-14.05265937
raw,politeness-complaint-049,neutral,-9.73405929,7.012853234
raw,politeness-complaint-049,positive,-1.407127937,5.121540843
raw,politeness-complaint-063,negative,-9.284341092,-22.56695198
raw,politeness-complaint-063,neutral,-6.933669813,-14.06567603
raw,politeness-complaint-063,positive,-0.4727031717,-18.957909
raw,politeness-complaint-072,negative,-13.05069748,-16.73371256
raw,politeness-complaint-072,neutral,-9.283687503,5.294139277
raw,politeness-complaint-072,positive,-14.16738468,-5.801680822
raw,politeness-complaint-089,negative,-3.721721286,-8.174456032
raw,politeness-complaint-089,neutral,2.421625313,20.65982949
raw,politeness-complaint-089,positive,-1.851447517,6.342483225
raw,politeness-correction-002,negative,9.658059984,-20.85961545
raw,politeness-correction-002,neutral,19.49545497,-15.44482831
raw,politeness-correction-002,positive,12.21320321,-10.49857937
raw,politeness-correction-005,negative,17.98841355,-16.89850537
raw,politeness-correction-005,neutral,25.96453354,-11.82738615
raw,politeness-correction-005,positive,23.13935524,-11.18183217
raw,politeness-correction-007,negative,7.390151115,-26.63916602
raw,politeness-correction-007,neutral,9.816407814,-18.39062168
raw,politeness-correction-007,positive,6.796016466,-21.1519884
raw,politeness-correction-024,negative,-0.5712368709,-10.20865242
raw,politeness-correction-024,neutral,14.43283214,-3.70437903
raw,politeness-correction-024,positive,12.7050297,-0.5175069591
raw,politeness-correction-027,negative,17.03397545,-21.68098438
raw,politeness-correction-027,neutral,25.20607776,-12.13305587
raw,politeness-correction-027,positive,19.21719764,-1.466849452
raw,politeness-correction-045,negative,15.17501824,-15.10575858
raw,politeness-correction-045,neutral,22.19955168,5.700569951
raw,politeness-correction-045,positive,23.34225904,-4.058336598
raw,politeness-correction-051,negative,15.68928682,-25.7292926
