row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.9080317926
MeanDiff,LogReg,0.2560546914
MeanDiff,PCA,0.9086625077
MeanDiff,Random,0.009425297637
KMeans,MeanDiff,0.9080317926
KMeans,KMeans,1
KMeans,LogReg,0.001393665682
KMeans,PCA,0.9999777534
KMeans,Random,-0.01512069539
LogReg,MeanDiff,0.2560546914
LogReg,KMeans,0.001393665682
LogReg,LogReg,1
LogReg,PCA,0.001442325203
LogReg,Random,0.01782709673
PCA,MeanDiff,0.9086625077
PCA,KMeans,0.9999777534
PCA,LogReg,0.001442325203
PCA,PCA,1
PCA,Random,-0.01497316481
Random,MeanDiff,0.009425297637
Random,KMeans,-0.01512069539
Random,LogReg,0.01782709673
Random,PCA,-0.01497316481
Random,Random,1
