panel,scenario_id,level,pc1,pc2
raw,politeness-apology-003,negative,-50.61915568,-3.628651256
raw,politeness-apology-003,neutral,-196.4159075,-3.509282005
raw,politeness-apology-003,positive,-205.8728697,-5.576317905
raw,politeness-apology-013,negative,161.7388154,-8.216239678
raw,politeness-apology-013,neutral,127.6551881,-3.102150695
raw,politeness-apology-013,positive,97.11486781,-1.306529862
raw,politeness-apology-043,negative,20.25194994,-4.137503046
raw,politeness-apology-043,neutral,-44.96497987,-8.869315705
raw,politeness-apology-043,positive,-49.26387816,-9.556026203
raw,politeness-apology-057,negative,-130.6118835,-7.501534652
raw,politeness-apology-057,neutral,-103.809082,-5.532212016
raw,politeness-apology-057,positive,-120.7899471,-9.098402208
raw,politeness-apology-065,negative,121.2093631,-1.666799418
raw,politeness-apology-065,neutral,75.21927904,-3.350279084
raw,politeness-apology-065,positive,135.2703859,-6.565083744
raw,politeness-apology-067,negative,6.184677627,-0.3335952353
raw,politeness-apology-067,neutral,-50.85234992,2.092139652
raw,politeness-apology-067,positive,-55.59417241,-4.839177685
raw,politeness-apology-081,negative,23.07526775,-4.999288546
raw,politeness-apology-081,neutral,-57.20317205,-0.217969846
raw,politeness-apology-081,positive,-29.81927448,-2.889610562
raw,politeness-apology-098,negative,71.37853742,-7.876635673
raw,politeness-apology-098,neutral,47.26038067,-6.50685841
raw,politeness-apology-098,positive,49.63937901,-7.617462239
raw,politeness-bad-news-delivery-020,negative,132.6795962,2.904652834
raw,politeness-bad-news-delivery-020,neutral,109.2440405,5.067059585
raw,politeness-bad-news-delivery-020,positive,128.9728938,0.50263991
raw,politeness-bad-news-delivery-028,negative,-25.65279896,-4.243924692
raw,politeness-bad-news-delivery-028,neutral,-151.7360364,5.278105254
raw,politeness-bad-news-delivery-028,positive,-73.43522149,1.479130029
raw,politeness-bad-news-delivery-066,negative,246.3758886,-4.787414085
raw,politeness-bad-news-delivery-066,neutral,196.9405433,2.760299898
raw,politeness-bad-news-delivery-066,positive,220.540218,-4.104030792
raw,politeness-bad-news-delivery-073,negative,105.8672117,-3.445492663
raw,politeness-bad-news-delivery-073,neutral,113.1008414,2.475888684
raw,politeness-bad-news-delivery-073,positive,102.9042041,-6.235353065
raw,politeness-complaint-030,negative,-26.13656311,-1.866784385
raw,politeness-complaint-030,neutral,-127.1436675,7.443146586
raw,politeness-complaint-030,positive,-117.4089434,-0.8661251131
raw,politeness-complaint-032,negative,-44.10806698,-1.037218179
raw,politeness-complaint-032,neutral,-97.64144399,1.920169638
raw,politeness-complaint-032,positive,-59.55959328,-0.1969519854
raw,politeness-complaint-040,negative,144.7099543,-1.797363439
raw,politeness-complaint-040,neutral,123.1615884,0.6358053243
raw,politeness-complaint-040,positive,179.4104765,-2.073504866
raw,politeness-complaint-049,negative,129.0349132,-4.094114568
raw,politeness-complaint-049,neutral,132.4201785,-2.156067442
raw,politeness-complaint-049,positive,129.0578084,-3.993075357
raw,politeness-complaint-063,negative,139.4483679,-4.188766423
raw,politeness-complaint-063,neutral,167.5828248,-3.363140177
raw,politeness-complaint-063,positive,198.328714,-5.863331472
raw,politeness-complaint-072,negative,29.25526385,-4.845420275
raw,politeness-complaint-072,neutral,56.51449045,0.1079750461
raw,politeness-complaint-072,positive,95.39149615,-7.736628347
raw,politeness-complaint-089,negative,203.7552309,-3.232251107
raw,politeness-complaint-089,neutral,209.0289621,0.9695094016
raw,politeness-complaint-089,positive,237.8402804,-3.591582061
raw,politeness-correction-002,negative,162.1951983,1.364481224
raw,politeness-correction-002,neutral,132.0241559,5.273187598
raw,politeness-correction-002,positive,128.521227,2.558190162
raw,politeness-correction-005,negative,54.2782408,2.70735378
raw,politeness-correction-005,neutral,92.03831348,5.573497947
raw,politeness-correction-005,positive,78.59645754,3.659865715
raw,politeness-correction-007,negative,117.6560367,0.1513643255
raw,politeness-correction-007,neutral,133.5757161,6.094210616
raw,politeness-correction-007,positive,105.0986437,0.3945226744
raw,politeness-correction-024,negative,212.7240801,-1.092931027
raw,politeness-correction-024,neutral,200.3825665,3.743426247
raw,politeness-correction-024,positive,172.4388897,-0.3700688252
raw,politeness-correction-027,negative,94.23746053,0.4055462739
raw,politeness-correction-027,neutral,101.4686392,5.87746835
raw,politeness-correction-027,positive,109.0414141,5.451424309
raw,politeness-correction-045,negative,207.4209724,2.418187425
raw,politeness-correction-045,neutral,226.1094633,9.858618607
raw,politeness-correction-045,positive,222.2122421,3.478435567
raw,politeness-correction-051,negative,-283.2074108,3.454611244
raw,politeness-correction-051,neutral,-213.6436903,10.72578156
raw,politeness-correction-051,positive,-203.4058871,3.299053681
raw,politeness-correction-076,negative,-119.4637222,4.719385609
raw,politeness-correction-076,neutral,-124.7382993,8.812220229
raw,politeness-correction-076,positive,-75.63584074,3.956047684
raw,politeness-correction-087,negative,118.0695167,-2.5332609
