row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.999236705
MeanDiff,LogReg,0.7738737385
MeanDiff,PCA,0.9872811039
MeanDiff,Random,0.05165357562
KMeans,MeanDiff,0.999236705
KMeans,KMeans,1
KMeans,LogReg,0.7591986428
KMeans,PCA,0.990395918
KMeans,Random,0.05310069983
LogReg,MeanDiff,0.7738737385
LogReg,KMeans,0.7591986428
LogReg,LogReg,1
LogReg,PCA,0.6972037226
LogReg,Random,0.02709408228
PCA,MeanDiff,0.9872811039
PCA,KMeans,0.990395918
PCA,LogReg,0.6972037226
PCA,PCA,1
PCA,Random,0.05696356575
Random,MeanDiff,0.05165357562
Random,KMeans,0.05310069983
Random,LogReg,0.02709408228
Random,PCA,0.05696356575
Random,Random,1
