row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.9957601522
MeanDiff,LogReg,0.7866617735
MeanDiff,PCA,0.9663124715
MeanDiff,Random,0.02531600778
KMeans,MeanDiff,0.9957601522
KMeans,KMeans,1
KMeans,LogReg,0.7488940161
KMeans,PCA,0.9807368272
KMeans,Random,0.02326363773
LogReg,MeanDiff,0.7866617735
LogReg,KMeans,0.7488940161
LogReg,LogReg,1
LogReg,PCA,0.669088532
LogReg,Random,0.02287000608
PCA,MeanDiff,0.9663124715
PCA,KMeans,0.9807368272
PCA,LogReg,0.669088532
PCA,PCA,1
PCA,Random,0.0204522732
Random,MeanDiff,0.02531600778
Random,KMeans,0.02326363773
Random,LogReg,0.02287000608
Random,PCA,0.0204522732
Random,Random,1
