row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.7616446628
MeanDiff,LogReg,0.6734923747
MeanDiff,PCA,0.7611685747
MeanDiff,Random,0.00731219221
KMeans,MeanDiff,0.7616446628
KMeans,KMeans,1
KMeans,LogReg,0.3373993279
KMeans,PCA,0.9916549414
KMeans,Random,0.003102140351
LogReg,MeanDiff,0.6734923747
LogReg,KMeans,0.3373993279
LogReg,LogReg,1
LogReg,PCA,0.333256766
LogReg,Random,-0.01574970053
PCA,MeanDiff,0.7611685747
PCA,KMeans,0.9916549414
PCA,LogReg,0.333256766
PCA,PCA,1
PCA,Random,0.00677653567
Random,MeanDiff,0.00731219221
Random,KMeans,0.003102140351
Random,LogReg,-0.01574970053
Random,PCA,0.00677653567
Random,Random,1
