row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.886670992
MeanDiff,LogReg,0.6308464314
MeanDiff,PCA,0.8420169608
MeanDiff,Random,0.02209306502
KMeans,MeanDiff,0.886670992
KMeans,KMeans,1
KMeans,LogReg,0.3454830941
KMeans,PCA,0.9838851712
KMeans,Random,0.02095606493
LogReg,MeanDiff,0.6308464314
LogReg,KMeans,0.3454830941
LogReg,LogReg,1
LogReg,PCA,0.2880194195
LogReg,Random,0.009307553573
PCA,MeanDiff,0.8420169608
PCA,KMeans,0.9838851712
PCA,LogReg,0.2880194195
PCA,PCA,1
PCA,Random,0.02111395716
Random,MeanDiff,0.02209306502
Random,KMeans,0.02095606493
Random,LogReg,0.009307553573
Random,PCA,0.02111395716
Random,Random,1
