row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.09894323756
MeanDiff,LogReg,0.5378580292
MeanDiff,PCA,0.1723307769
MeanDiff,Random,0.02175005907
KMeans,MeanDiff,0.09894323756
KMeans,KMeans,1
KMeans,LogReg,0.006411592957
KMeans,PCA,0.9396211718
KMeans,Random,0.00332352856
LogReg,MeanDiff,0.5378580292
LogReg,KMeans,0.006411592957
LogReg,LogReg,1
LogReg,PCA,0.02182162547
LogReg,Random,0.02699664762
PCA,MeanDiff,0.1723307769
PCA,KMeans,0.9396211718
PCA,LogReg,0.02182162547
PCA,PCA,1
PCA,Random,0.001161744276
Random,MeanDiff,0.02175005907
Random,KMeans,0.00332352856
Random,LogReg,0.02699664762
Random,PCA,0.001161744276
Random,Random,1
