row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.9721120066
MeanDiff,LogReg,0.6588391131
MeanDiff,PCA,0.9540689097
MeanDiff,Random,0.03505708484
KMeans,MeanDiff,0.9721120066
KMeans,KMeans,1
KMeans,LogReg,0.5353646252
KMeans,PCA,0.9913800546
KMeans,Random,0.03584610461
LogReg,MeanDiff,0.6588391131
LogReg,KMeans,0.5353646252
LogReg,LogReg,1
LogReg,PCA,0.4841517624
LogReg,Random,0.02545604769
PCA,MeanDiff,0.9540689097
PCA,KMeans,0.9913800546
PCA,LogReg,0.4841517624
PCA,PCA,1
PCA,Random,0.03230899077
Random,MeanDiff,0.03505708484
Random,KMeans,0.03584610461
Random,LogReg,0.02545604769
Random,PCA,0.03230899077
Random,Random,1
