panel,scenario_id,level,pc1,pc2
raw,politeness-apology-003,negative,-20.04222541,-9.657795864
raw,politeness-apology-003,neutral,-15.47876469,12.64723711
raw,politeness-apology-003,positive,-10.86251564,11.66547116
raw,politeness-apology-013,negative,-21.84458534,-14.93351944
raw,politeness-apology-013,neutral,-14.49784285,10.26089823
raw,politeness-apology-013,positive,-14.03821325,18.79698715
raw,politeness-apology-043,negative,-14.63479619,-24.20815764
raw,politeness-apology-043,neutral,-19.91620925,-10.12460834
raw,politeness-apology-043,positive,-16.06582118,-4.431255459
raw,politeness-apology-057,negative,-5.87389443,-14.76656332
raw,politeness-apology-057,neutral,-17.05306428,4.231221928
raw,politeness-apology-057,positive,-15.61400234,4.940495015
raw,politeness-apology-065,negative,-6.048651186,-16.26293374
raw,politeness-apology-065,neutral,-3.442749811,6.15246071
raw,politeness-apology-065,positive,-7.260191265,-3.612031
raw,politeness-apology-067,negative,-13.58250775,-2.835855334
raw,politeness-apology-067,neutral,-9.786354903,10.87523156
raw,politeness-apology-067,positive,-13.01708974,13.5366108
raw,politeness-apology-081,negative,-7.959094513,-18.25287442
raw,politeness-apology-081,neutral,3.955782081,8.969660716
raw,politeness-apology-081,positive,-2.243136303,10.55771207
raw,politeness-apology-098,negative,-23.46269941,-10.43481152
raw,politeness-apology-098,neutral,-15.40969048,4.135320971
raw,politeness-apology-098,positive,-20.89010016,3.639448472
raw,politeness-bad-news-delivery-020,negative,-1.211996431,6.636934046
raw,politeness-bad-news-delivery-020,neutral,2.499090268,17.07315181
raw,politeness-bad-news-delivery-020,positive,-2.414034052,8.311878602
raw,politeness-bad-news-delivery-028,negative,-18.24021309,-11.73507612
raw,politeness-bad-news-delivery-028,neutral,-11.19511751,22.50306868
raw,politeness-bad-news-delivery-028,positive,-10.76058341,18.38296561
raw,politeness-bad-news-delivery-066,negative,-9.277835836,-18.46314997
raw,politeness-bad-news-delivery-066,neutral,-2.500982606,14.60167577
raw,politeness-bad-news-delivery-066,positive,-10.059363,4.074902834
raw,politeness-bad-news-delivery-073,negative,-14.38814451,-13.88959315
raw,politeness-bad-news-delivery-073,neutral,-5.692165595,10.34932917
raw,politeness-bad-news-delivery-073,positive,-11.53696871,-3.375570843
raw,politeness-complaint-030,negative,-6.100713593,-4.651292012
raw,politeness-complaint-030,neutral,0.2430816573,5.180626649
raw,politeness-complaint-030,positive,11.89763235,6.001866852
raw,politeness-complaint-032,negative,-9.357547569,-5.923776097
raw,politeness-complaint-032,neutral,0.5639253865,21.56415583
raw,politeness-complaint-032,positive,0.1696750441,11.10258675
raw,politeness-complaint-040,negative,-11.92638362,-5.070640355
raw,politeness-complaint-040,neutral,-7.437684283,23.78689586
raw,politeness-complaint-040,positive,-5.159961606,7.769572232
raw,politeness-complaint-049,negative,-15.09874107,-14.0082362
raw,politeness-complaint-049,neutral,-9.715358789,7.095204423
raw,politeness-complaint-049,positive,-1.377547452,5.107756784
raw,politeness-complaint-063,negative,-9.299621422,-22.52540695
raw,politeness-complaint-063,neutral,-6.959352851,-14.03875266
raw,politeness-complaint-063,positive,-0.4350745683,-18.9880695
raw,politeness-complaint-072,negative,-13.05451525,-16.67953673
raw,politeness-complaint-072,neutral,-9.247895936,5.341288465
raw,politeness-complaint-072,positive,-14.14341824,-5.779423979
raw,politeness-complaint-089,negative,-3.715227798,-8.123519968
raw,politeness-complaint-089,neutral,2.507397098,20.73246955
raw,politeness-complaint-089,positive,-1.84839471,6.34298751
raw,politeness-correction-002,negative,9.602060925,-20.87022819
raw,politeness-correction-002,neutral,19.51632644,-15.43193532
raw,politeness-correction-002,positive,12.2325585,-10.51148348
raw,politeness-correction-005,negative,17.90518264,-16.91757405
raw,politeness-correction-005,neutral,25.84635839,-11.93546903
raw,politeness-correction-005,positive,23.1255095,-11.26350641
raw,politeness-correction-007,negative,7.286324522,-26.66308868
raw,politeness-correction-007,neutral,9.763616017,-18.42854196
raw,politeness-correction-007,positive,6.716175441,-21.21179776
raw,politeness-correction-024,negative,-0.6332033799,-10.24553913
raw,politeness-correction-024,neutral,14.41387206,-3.716340165
raw,politeness-correction-024,positive,12.6593018,-0.5359100611
raw,politeness-correction-027,negative,16.98637151,-21.71040526
raw,politeness-correction-027,neutral,25.17812573,-12.22299536
raw,politeness-correction-027,positive,19.25163128,-1.499129508
raw,politeness-correction-045,negative,15.12645673,-15.13427834
raw,politeness-correction-045,neutral,22.13858312,5.615242741
raw,politeness-correction-045,positive,23.30794089,-4.126198843
raw,politeness-correction-051,negative,15.61013403,-25.76843062
raw,politeness-correction-051,neutral,17.9756696,-18.35092792
raw,politeness-correction-051,positive,15.03527191,-21.59553791
raw,politeness-correction-076,negative,21.08268497,-23.41939293
raw,politeness-correction-076,neutral,22.12222421,-16.30764543
raw,politeness-correction-076,positive,17.2510697,-23.05250759
raw,politeness-correction-087,negative,12.1516771,-25.79679249
raw,politeness-correction-087,neutral,23.73028131,-12.18526622
raw,politeness-correction-087,positive,22.12349568,-15.61118118
raw,politeness-criticism-or-feedback-023,negative,22.53833049,6.157936537
raw,politeness-criticism-or-feedback-023,neutral,29.70256218,24.0070837
raw,politeness-criticism-or-feedback-023,positive,37.54350743,19.43414554
raw,politeness-criticism-or-feedback-036,negative,3.554657081,-10.32332309
raw,politeness-criticism-or-feedback-036,neutral,29.37013778,11.44911607
