row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.9957601522
MeanDiff,LogReg,0.7866617735
MeanDiff,PCA,0.9663124653
MeanDiff,Random,0.02873648856
KMeans,MeanDiff,0.9957601522
KMeans,KMeans,1
KMeans,LogReg,0.7488940161
KMeans,PCA,0.9807367791
KMeans,Random,0.02955258872
LogReg,MeanDiff,0.7866617735
LogReg,KMeans,0.7488940161
LogReg,LogReg,1
LogReg,PCA,0.6690885081
LogReg,Random,0.003840381902
PCA,MeanDiff,0.9663124653
PCA,KMeans,0.9807367791
PCA,LogReg,0.6690885081
PCA,PCA,1
PCA,Random,0.02926946208
Random,MeanDiff,0.02873648856
Random,KMeans,0.02955258872
Random,LogReg,0.003840381902
Random,PCA,0.02926946208
Random,Random,1
