row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.7551772542
MeanDiff,LogReg,0.4053368308
MeanDiff,PCA,0.7165658595
MeanDiff,Random,0.02287356164
KMeans,MeanDiff,0.7551772542
KMeans,KMeans,1
KMeans,LogReg,0.07860599121
KMeans,PCA,0.9799717458
KMeans,Random,0.02590342922
LogReg,MeanDiff,0.4053368308
LogReg,KMeans,0.07860599121
LogReg,LogReg,1
LogReg,PCA,0.06703008439
LogReg,Random,-0.002978354771
PCA,MeanDiff,0.7165658595
PCA,KMeans,0.9799717458
PCA,LogReg,0.06703008439
PCA,PCA,1
PCA,Random,0.02053763248
Random,MeanDiff,0.02287356164
Random,KMeans,0.02590342922
Random,LogReg,-0.002978354771
Random,PCA,0.02053763248
Random,Random,1
