row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.9965165309
MeanDiff,LogReg,0.6686606905
MeanDiff,PCA,0.9776066044
MeanDiff,Random,0.02675396315
KMeans,MeanDiff,0.9965165309
KMeans,KMeans,1
KMeans,LogReg,0.6286802111
KMeans,PCA,0.9857646896
KMeans,Random,0.02758019239
LogReg,MeanDiff,0.6686606905
LogReg,KMeans,0.6286802111
LogReg,LogReg,1
LogReg,PCA,0.5588819639
LogReg,Random,0.0148520437
PCA,MeanDiff,0.9776066044
PCA,KMeans,0.9857646896
PCA,LogReg,0.5588819639
PCA,PCA,1
PCA,Random,0.02222179085
Random,MeanDiff,0.02675396315
Random,KMeans,0.02758019239
Random,LogReg,0.0148520437
Random,PCA,0.02222179085
Random,Random,1
