row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.9423252469
MeanDiff,LogReg,0.2271459427
MeanDiff,PCA,0.9428504726
MeanDiff,Random,0.02173941304
KMeans,MeanDiff,0.9423252469
KMeans,KMeans,1
KMeans,LogReg,0.0147948266
KMeans,PCA,0.9998733577
KMeans,Random,0.03369727551
LogReg,MeanDiff,0.2271459427
LogReg,KMeans,0.0147948266
LogReg,LogReg,1
LogReg,PCA,0.01490123136
LogReg,Random,-0.003589401018
PCA,MeanDiff,0.9428504726
PCA,KMeans,0.9998733577
PCA,LogReg,0.01490123136
PCA,PCA,1
PCA,Random,0.03390486215
Random,MeanDiff,0.02173941304
Random,KMeans,0.03369727551
Random,LogReg,-0.003589401018
Random,PCA,0.03390486215
Random,Random,1
