row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.04192548372
MeanDiff,LogReg,0.6520601525
MeanDiff,PCA,0.07437427673
MeanDiff,Random,0.04729481703
KMeans,MeanDiff,0.04192548372
KMeans,KMeans,1
KMeans,LogReg,-0.002857019999
KMeans,PCA,0.9933197551
KMeans,Random,0.03508667168
LogReg,MeanDiff,0.6520601525
LogReg,KMeans,-0.002857019999
LogReg,LogReg,1
LogReg,PCA,0.01957229424
LogReg,Random,0.006540531468
PCA,MeanDiff,0.07437427673
PCA,KMeans,0.9933197551
PCA,LogReg,0.01957229424
PCA,PCA,1
PCA,Random,0.03276545713
Random,MeanDiff,0.04729481703
Random,KMeans,0.03508667168
Random,LogReg,0.006540531468
Random,PCA,0.03276545713
Random,Random,1
