panel,scenario_id,level,pc1,pc2
raw,politeness-apology-003,negative,-20.08504827,-9.747267382
raw,politeness-apology-003,neutral,-15.50435463,12.59779915
raw,politeness-apology-003,positive,-10.86600688,11.72358948
raw,politeness-apology-013,negative,-21.82683716,-15.00164997
raw,politeness-apology-013,neutral,-14.56286327,10.17939088
raw,politeness-apology-013,positive,-14.13835719,18.72828964
raw,politeness-apology-043,negative,-14.59684398,-24.25362647
raw,politeness-apology-043,neutral,-19.93516287,-10.20205699
raw,politeness-apology-043,positive,-16.04946947,-4.43511236
raw,politeness-apology-057,negative,-5.866710675,-14.77255077
raw,politeness-apology-057,neutral,-17.05491117,4.133611046
raw,politeness-apology-057,positive,-15.58168223,4.954740847
raw,politeness-apology-065,negative,-6.005157592,-16.23566094
raw,politeness-apology-065,neutral,-3.455588168,6.148477621
raw,politeness-apology-065,positive,-7.241504502,-3.641547195
raw,politeness-apology-067,negative,-13.55164252,-2.90423163
raw,politeness-apology-067,neutral,-9.744526075,10.85848274
raw,politeness-apology-067,positive,-13.08154881,13.45837749
raw,politeness-apology-081,negative,-7.942299229,-18.31315018
raw,politeness-apology-081,neutral,3.909072888,8.952628339
raw,politeness-apology-081,positive,-2.258554912,10.56126435
raw,politeness-apology-098,negative,-23.46866082,-10.50142127
raw,politeness-apology-098,neutral,-15.50453382,4.032811075
raw,politeness-apology-098,positive,-20.91108662,3.584017115
raw,politeness-bad-news-delivery-020,negative,-1.174674182,6.639537687
raw,politeness-bad-news-delivery-020,neutral,2.482027139,17.08050378
raw,politeness-bad-news-delivery-020,positive,-2.387897551,8.353473594
raw,politeness-bad-news-delivery-028,negative,-18.20165873,-11.78083643
raw,politeness-bad-news-delivery-028,neutral,-11.28648742,22.43876903
raw,politeness-bad-news-delivery-028,positive,-10.83827408,18.37738714
raw,politeness-bad-news-delivery-066,negative,-9.258719953,-18.48275688
raw,politeness-bad-news-delivery-066,neutral,-2.544724705,14.57359147
raw,politeness-bad-news-delivery-066,positive,-10.07407602,4.048683131
raw,politeness-bad-news-delivery-073,negative,-14.34873714,-13.86676502
raw,politeness-bad-news-delivery-073,neutral,-5.739547419,10.31770101
raw,politeness-bad-news-delivery-073,positive,-11.54045708,-3.383427046
raw,politeness-complaint-030,negative,-6.138270253,-4.712817682
raw,politeness-complaint-030,neutral,0.2487200683,5.117269688
