scenario_id,cos_valence,capture_valence,cos_bend
politeness-apology-003,0.4152408134,0.1724249331,0.8299293933
politeness-apology-013,0.5454021842,0.2974635425,0.7270630296
politeness-apology-043,0.5043251806,0.2543438877,0.7788797828
politeness-apology-057,0.4031638868,0.1625411196,-0.4802791703
politeness-apology-065,0.2320674771,0.05385531392,0.8640239279
politeness-apology-067,0.3987481292,0.1590000705,0.8167224788
politeness-apology-081,0.6233376335,0.3885498053,0.9066251464
politeness-apology-098,0.5314467326,0.2824356296,0.6118212548
politeness-bad-news-delivery-020,0.3759829525,0.1413631806,0.8171257398
politeness-bad-news-delivery-028,0.5422117832,0.2939936179,0.8878675536
politeness-bad-news-delivery-066,0.5995305742,0.3594369094,0.9169030355
politeness-bad-news-delivery-073,0.5790104506,0.3352531019,0.5212514174
politeness-complaint-030,0.4930192222,0.2430679534,0.8758431952
politeness-complaint-032,0.3176112058,0.100876878,0.9071264478
politeness-complaint-040,0.1529670645,0.02339892281,0.8905579917
politeness-complaint-049,0.6556615998,0.4298921334,0.8053577429
politeness-complaint-063,0.004829526716,2.33243283e-05,0.3605077377
politeness-complaint-072,-0.1018871141,0.01038098401,0.4130997141
politeness-complaint-089,0.311715847,0.09716676928,0.767732818
politeness-correction-002,0.7306314457,0.5338223095,0.7263602176
politeness-correction-005,0.3870275231,0.1497903037,-0.5049599603
politeness-correction-007,0.4730249152,0.2237525704,-0.3875164584
politeness-correction-024,0.5924426976,0.3509883499,-0.3358063643
politeness-correction-027,0.1588371661,0.02522924532,0.4359151492
politeness-correction-045,0.5662900025,0.3206843669,-0.09306281361
politeness-correction-051,-0.002118283721,4.487125921e-06,-0.326108093
politeness-correction-076,-0.007613945708,5.797216925e-05,0.7960613896
politeness-correction-087,0.5669557949,0.3214388733,0.5815276644
politeness-criticism-or-feedback-023,-0.1411575909,0.01992546548,-0.5875374601
politeness-criticism-or-feedback-036,0.4834668376,0.233740183,0.5561816866
politeness-criticism-or-feedback-041,-0.03757720696,0.001412046483,0.1230683989
politeness-criticism-or-feedback-050,0.5495884801,0.3020474974,0.4028573985
politeness-criticism-or-feedback-054,0.4252700438,0.1808546101,0.7368687008
politeness-criticism-or-feedback-071,0.4541404297,0.2062435299,0.7264026121
politeness-criticism-or-feedback-099,-0.09400326145,0.008836613163,-0.6463895137
politeness-criticism-or-feedback-100,0.392366806,0.1539517105,0.803507331
politeness-disagreement-012,0.2210394107,0.0488584211,-0.6616998046
politeness-disagreement-035,0.6644309677,0.4414685108,0.7366715644
politeness-disagreement-047,0.6057315263,0.366910682,0.1696743026
politeness-disagreement-048,0.5603120838,0.3139496312,0.7028145462
politeness-disagreement-075,0.5620250829,0.3158721938,0.6979108658
politeness-disagreement-086,0.4670754988,0.2181595216,-0.1342738151
politeness-inquiry-sensitive-008,0.4251182718,0.180725545,0.8083778302
politeness-inquiry-sensitive-009,0.5167273,0.2670071026,-0.04414118603
politeness-inquiry-sensitive-016,-0.05939590922,0.003527874033,0.8057209491
politeness-inquiry-sensitive-092,0.5134208746,0.2636009945,-0.1328664315
politeness-refusal-038,0.1437425549,0.02066192208,0.8335424573
politeness-refusal-058,0.6074709939,0.3690210084,0.8935679823
politeness-refusal-064,0.6044784363,0.36539418,0.7698875731
politeness-refusal-069,0.153681808,0.02361809812,-0.04001493942
politeness-refusal-077,0.2819285153,0.07948368775,0.2457725696
politeness-refusal-080,0.3572776434,0.1276473145,0.2531726982
politeness-refusal-083,0.3931142134,0.1545387847,0.3891084274
politeness-refusal-090,0.5702769686,0.325215821,0.4985825741
politeness-reminder-017,-0.1096302254,0.01201878631,-0.3079698069
politeness-reminder-018,0.2798530691,0.07831774029,0.8574512689
politeness-reminder-019,0.5811180521,0.3376981905,0.8368926919
politeness-reminder-021,0.2072613772,0.04295727846,0.7921210813
politeness-reminder-079,0.189029379,0.03573210612,0.5283759482
politeness-reminder-094,-0.08607448017,0.007408816136,0.8899540703
politeness-request-001,0.3258766891,0.1061956165,-0.2498947839
politeness-request-006,0.5773475197,0.3333301585,0.8654841438
politeness-request-025,0.4180704216,0.1747828774,0.8241833181
politeness-request-029,0.2014116315,0.04056664531,0.2216332021
politeness-request-031,0.4356327528,0.1897758953,-0.0634880722
politeness-request-037,0.6329687695,0.4006494632,-0.3075941512
politeness-request-053,0.4650594486,0.2162802907,0.8498553246
politeness-request-056,-0.0006889667882,4.746752353e-07,0.8666344429
politeness-request-061,0.6238694057,0.3892130354,0.8197636573
politeness-request-074,0.4361517868,0.1902283811,0.7956113236
politeness-request-093,0.2476559967,0.0613334927,0.7570836385
politeness-request-097,0.5779385641,0.3340129838,0.8801967995
