scenario_id,level,valence,markedness
politeness-apology-003,negative,-7.842829528,-5.119774726
politeness-apology-003,neutral,2.556004239,5.498711125
politeness-apology-003,positive,5.286825289,-0.3789363994
politeness-apology-013,negative,-12.05387669,-10.43607948
politeness-apology-013,neutral,5.241174037,8.218099326
politeness-apology-013,positive,6.812702657,2.217980158
politeness-apology-043,negative,-10.81696165,-0.3718596066
politeness-apology-043,neutral,6.724054175,10.35567705
politeness-apology-043,positive,4.092907477,-9.983817441
politeness-apology-057,negative,-8.085426929,-10.41560907
politeness-apology-057,neutral,2.639395763,7.067787072
politeness-apology-057,positive,5.446031165,3.347821998
politeness-apology-065,negative,-12.11785051,-2.714715177
politeness-apology-065,neutral,8.148631681,7.618335223
politeness-apology-065,positive,3.969218825,-4.903620046
politeness-apology-067,negative,-6.972107467,-5.451367005
politeness-apology-067,neutral,2.56024049,6.375435258
politeness-apology-067,positive,4.411866977,-0.9240682533
politeness-apology-081,negative,-10.8373371,-8.054171566
politeness-apology-081,neutral,5.046080648,7.771400786
politeness-apology-081,positive,5.791256451,0.28277078
politeness-apology-098,negative,-8.848238175,-3.968928309
politeness-apology-098,neutral,3.503737762,2.596149698
politeness-apology-098,positive,5.344500413,1.372778611
politeness-bad-news-delivery-020,negative,-8.012623076,0.0830873212
politeness-bad-news-delivery-020,neutral,2.377088941,1.942978945
politeness-bad-news-delivery-020,positive,5.635534135,-2.026066266
politeness-bad-news-delivery-028,negative,-12.2842567,-6.806928814
politeness-bad-news-delivery-028,neutral,6.240788369,8.397387306
politeness-bad-news-delivery-028,positive,6.043468329,-1.590458492
politeness-bad-news-delivery-066,negative,-13.63921636,-5.612522896
politeness-bad-news-delivery-066,neutral,8.862468982,7.28757553
politeness-bad-news-delivery-066,positive,4.776747376,-1.675052634
politeness-bad-news-delivery-073,negative,-11.80519477,-7.849938411
politeness-bad-news-delivery-073,neutral,6.014942068,8.39158001
politeness-bad-news-delivery-073,positive,5.790252699,-0.5416415986
politeness-complaint-030,negative,-11.49027422,-6.369817945
politeness-complaint-030,neutral,-0.1318696949,17.72526354
politeness-complaint-030,positive,11.62214392,-11.35544559
politeness-complaint-032,negative,-14.1460894,-10.22133567
politeness-complaint-032,neutral,6.576331348,11.42712343
politeness-complaint-032,positive,7.569758053,-1.205787762
politeness-complaint-040,negative,-13.38576683,-7.484464892
politeness-complaint-040,neutral,6.269563814,9.009267227
politeness-complaint-040,positive,7.116203018,-1.524802335
politeness-complaint-049,negative,-10.26120152,-3.713006352
politeness-complaint-049,neutral,2.303175084,12.79503332
politeness-complaint-049,positive,7.95802644,-9.082026969
politeness-complaint-063,negative,-11.79387741,7.033875257
politeness-complaint-063,neutral,4.793525813,5.101801012
politeness-complaint-063,positive,7.000351601,-12.13567627
politeness-complaint-072,negative,-13.17661878,-5.263592796
politeness-complaint-072,neutral,5.384795239,9.479095762
politeness-complaint-072,positive,7.791823545,-4.215502966
politeness-complaint-089,negative,-17.51863566,-2.237512974
politeness-complaint-089,neutral,7.723274296,10.337993
politeness-complaint-089,positive,9.795361364,-8.100480027
politeness-correction-002,negative,-10.6730121,-6.420811843
politeness-correction-002,neutral,4.093351671,8.170014478
politeness-correction-002,positive,6.579660432,-1.749202635
politeness-correction-005,negative,-12.97324608,1.565615519
politeness-correction-005,neutral,3.492365525,8.107995532
politeness-correction-005,positive,9.480880558,-9.673611052
politeness-correction-007,negative,-4.749639761,-3.514069255
politeness-correction-007,neutral,0.6728180512,5.499885863
politeness-correction-007,positive,4.07682171,-1.985816608
politeness-correction-024,negative,-14.50755763,-0.9321194341
politeness-correction-024,neutral,5.721526773,3.897916476
politeness-correction-024,positive,8.786030853,-2.965797042
politeness-correction-027,negative,-12.50415565,-12.98444483
politeness-correction-027,neutral,4.491473583,8.21609569
politeness-correction-027,positive,8.01268207,4.768349139
politeness-correction-045,negative,-12.52753193,-4.971532339
politeness-correction-045,neutral,4.178335643,10.18631754
politeness-correction-045,positive,8.349196289,-5.214785196
politeness-correction-051,negative,-5.999409144,-4.127886785
politeness-correction-051,neutral,2.631077892,6.313842692
politeness-correction-051,positive,3.368331252,-2.185955907
politeness-correction-076,negative,-7.346260382,2.530372477
politeness-correction-076,neutral,1.29358513,7.964500545
politeness-correction-076,positive,6.052675252,-10.49487302
politeness-correction-087,negative,-11.67286684,0.1809626597
politeness-correction-087,neutral,4.20979762,7.837929587
politeness-correction-087,positive,7.463069224,-8.018892247
politeness-criticism-or-feedback-023,negative,-4.663037194,2.002676227
politeness-criticism-or-feedback-023,neutral,2.461460233,2.943046349
politeness-criticism-or-feedback-023,positive,2.201576961,-4.945722576
politeness-criticism-or-feedback-036,negative,-9.793130296,-10.64267383
politeness-criticism-or-feedback-036,neutral,6.218959067,10.31490243
politeness-criticism-or-feedback-036,positive,3.574171229,0.3277714077
politeness-criticism-or-feedback-041,negative,-9.227947429,2.417660166
politeness-criticism-or-feedback-041,neutral,2.450884649,2.85594778
politeness-criticism-or-feedback-041,positive,6.777062781,-5.273607947
politeness-criticism-or-feedback-050,negative,-8.928723574,-5.876235664
politeness-criticism-or-feedback-050,neutral,3.607110557,6.787377214
politeness-criticism-or-feedback-050,positive,5.321613016,-0.9111415502
politeness-criticism-or-feedback-054,negative,-8.765208278,-7.185172315
politeness-criticism-or-feedback-054,neutral,4.84002766,10.63105771
politeness-criticism-or-feedback-054,positive,3.925180618,-3.4458854
politeness-criticism-or-feedback-071,negative,-11.87580931,-5.025364351
politeness-criticism-or-feedback-071,neutral,3.189495115,10.43433021
politeness-criticism-or-feedback-071,positive,8.686314194,-5.408965858
politeness-criticism-or-feedback-099,negative,-7.900425562,-7.260057971
politeness-criticism-or-feedback-099,neutral,1.077425644,7.350912943
politeness-criticism-or-feedback-099,positive,6.822999917,-0.09085497178
politeness-criticism-or-feedback-100,negative,-11.23977689,-2.828458543
politeness-criticism-or-feedback-100,neutral,6.856743117,4.084204444
politeness-criticism-or-feedback-100,positive,4.383033769,-1.255745901
politeness-disagreement-012,negative,-10.29605684,5.269826948
politeness-disagreement-012,neutral,4.297633008,5.888101321
politeness-disagreement-012,positive,5.998423836,-11.15792827
politeness-disagreement-035,negative,-9.521833292,-2.626627319
politeness-disagreement-035,neutral,0.2277844995,5.032821317
politeness-disagreement-035,positive,9.294048793,-2.406193998
politeness-disagreement-047,negative,-9.503535234,3.840517005
politeness-disagreement-047,neutral,-0.315813794,1.503386174
politeness-disagreement-047,positive,9.819349028,-5.34390318
politeness-disagreement-048,negative,-10.40623778,-6.438849092
politeness-disagreement-048,neutral,3.478270059,9.595963789
politeness-disagreement-048,positive,6.927967723,-3.157114697
politeness-disagreement-075,negative,-7.455306478,-0.9969043604
politeness-disagreement-075,neutral,3.376123256,3.264196874
politeness-disagreement-075,positive,4.079183222,-2.267292513
politeness-disagreement-086,negative,-4.558789187,5.595871365
politeness-disagreement-086,neutral,-0.2227778376,-3.757860277
politeness-disagreement-086,positive,4.781567025,-1.838011088
politeness-inquiry-sensitive-008,negative,-10.78046157,-7.441635485
politeness-inquiry-sensitive-008,neutral,1.379795254,7.365144764
politeness-inquiry-sensitive-008,positive,9.400666321,0.07649072045
politeness-inquiry-sensitive-009,negative,-12.83697692,1.654590883
politeness-inquiry-sensitive-009,neutral,5.301421753,6.236791169
politeness-inquiry-sensitive-009,positive,7.535555169,-7.891382052
politeness-inquiry-sensitive-016,negative,-8.1404168,1.551246553
politeness-inquiry-sensitive-016,neutral,2.238630282,4.765489981
politeness-inquiry-sensitive-016,positive,5.901786518,-6.316736534
politeness-inquiry-sensitive-092,negative,-6.338546846,-2.585499348
politeness-inquiry-sensitive-092,neutral,4.145642754,1.913908439
politeness-inquiry-sensitive-092,positive,2.192904092,0.6715909099
politeness-refusal-038,negative,-9.563490552,-6.610951906
politeness-refusal-038,neutral,3.158486221,7.034391563
politeness-refusal-038,positive,6.405004331,-0.4234396568
politeness-refusal-058,negative,-8.800917255,1.081412108
politeness-refusal-058,neutral,0.1298258434,6.837578703
politeness-refusal-058,positive,8.671091411,-7.918990811
politeness-refusal-064,negative,-11.33963367,-3.856174195
politeness-refusal-064,neutral,1.89723451,5.76509331
politeness-refusal-064,positive,9.442399158,-1.908919116
politeness-refusal-069,negative,-9.18250618,1.098368438
politeness-refusal-069,neutral,0.1485283843,0.2634451892
politeness-refusal-069,positive,9.033977796,-1.361813627
politeness-refusal-077,negative,-8.817899419,0.736146426
politeness-refusal-077,neutral,2.177681186,10.19183154
politeness-refusal-077,positive,6.640218233,-10.92797796
politeness-refusal-080,negative,-11.62428418,-0.0682108299
politeness-refusal-080,neutral,1.703071673,0.8328290109
politeness-refusal-080,positive,9.921212511,-0.764618181
politeness-refusal-083,negative,-10.18885552,-4.267030054
politeness-refusal-083,neutral,3.040983567,6.157611437
politeness-refusal-083,positive,7.147871948,-1.890581383
politeness-refusal-090,negative,-10.5723832,-4.292057307
politeness-refusal-090,neutral,3.669566713,6.782744483
politeness-refusal-090,positive,6.902816486,-2.490687175
politeness-reminder-017,negative,-7.69086393,0.4151695977
politeness-reminder-017,neutral,2.938336648,9.684928254
politeness-reminder-017,positive,4.752527282,-10.10009785
politeness-reminder-018,negative,-15.82423309,-6.811318632
politeness-reminder-018,neutral,5.883722704,14.33156226
politeness-reminder-018,positive,9.940510388,-7.520243627
politeness-reminder-019,negative,-10.09392925,-5.366686133
politeness-reminder-019,neutral,1.850901497,8.193093262
politeness-reminder-019,positive,8.243027749,-2.826407129
politeness-reminder-021,negative,-9.588834945,-5.389921257
politeness-reminder-021,neutral,2.542572966,8.47393566
politeness-reminder-021,positive,7.046261979,-3.084014403
politeness-reminder-079,negative,-10.52790442,-6.383006139
politeness-reminder-079,neutral,2.426956355,10.18709182
