row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.62431967
MeanDiff,LogReg,0.4943698226
MeanDiff,PCA,0.7834622354
MeanDiff,Random,0.05449225135
KMeans,MeanDiff,0.62431967
KMeans,KMeans,1
KMeans,LogReg,0.1339387544
KMeans,PCA,0.959437565
KMeans,Random,0.03832822497
LogReg,MeanDiff,0.4943698226
LogReg,KMeans,0.1339387544
LogReg,LogReg,1
LogReg,PCA,0.2164389005
LogReg,Random,0.02472561021
PCA,MeanDiff,0.7834622354
PCA,KMeans,0.959437565
PCA,LogReg,0.2164389005
PCA,PCA,1
PCA,Random,0.0437793095
Random,MeanDiff,0.05449225135
Random,KMeans,0.03832822497
Random,LogReg,0.02472561021
Random,PCA,0.0437793095
Random,Random,1
