row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.7603822426
MeanDiff,LogReg,0.564093922
MeanDiff,PCA,0.7650188547
MeanDiff,Random,0.02048679564
KMeans,MeanDiff,0.7603822426
KMeans,KMeans,1
KMeans,LogReg,0.2753595962
KMeans,PCA,0.9893188563
KMeans,Random,0.01261455199
LogReg,MeanDiff,0.564093922
LogReg,KMeans,0.2753595962
LogReg,LogReg,1
LogReg,PCA,0.2608114211
LogReg,Random,-0.01030807437
PCA,MeanDiff,0.7650188547
PCA,KMeans,0.9893188563
PCA,LogReg,0.2608114211
PCA,PCA,1
PCA,Random,0.01326757617
Random,MeanDiff,0.02048679564
Random,KMeans,0.01261455199
Random,LogReg,-0.01030807437
Random,PCA,0.01326757617
Random,Random,1
