row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.9965165309
MeanDiff,LogReg,0.6686606905
MeanDiff,PCA,0.9776066079
MeanDiff,Random,0.02017771634
KMeans,MeanDiff,0.9965165309
KMeans,KMeans,1
KMeans,LogReg,0.6286802111
KMeans,PCA,0.9857646925
KMeans,Random,0.01860331559
LogReg,MeanDiff,0.6686606905
LogReg,KMeans,0.6286802111
LogReg,LogReg,1
LogReg,PCA,0.558881977
LogReg,Random,0.004955466427
PCA,MeanDiff,0.9776066079
PCA,KMeans,0.9857646925
PCA,LogReg,0.558881977
PCA,PCA,1
PCA,Random,0.02045952387
Random,MeanDiff,0.02017771634
Random,KMeans,0.01860331559
Random,LogReg,0.004955466427
Random,PCA,0.02045952387
Random,Random,1
