row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.127251715
MeanDiff,LogReg,0.5378580292
MeanDiff,PCA,0.1723270317
MeanDiff,Random,0.01472930172
KMeans,MeanDiff,0.127251715
KMeans,KMeans,1
KMeans,LogReg,0.006990680194
KMeans,PCA,0.9456020382
KMeans,Random,0.01757124536
LogReg,MeanDiff,0.5378580292
LogReg,KMeans,0.006990680194
LogReg,LogReg,1
LogReg,PCA,0.02181789831
LogReg,Random,-2.457051615e-05
PCA,MeanDiff,0.1723270317
PCA,KMeans,0.9456020382
PCA,LogReg,0.02181789831
PCA,PCA,1
PCA,Random,0.01597860139
Random,MeanDiff,0.01472930172
Random,KMeans,0.01757124536
Random,LogReg,-2.457051615e-05
Random,PCA,0.01597860139
Random,Random,1
