scenario_id,level,valence,markedness
politeness-apology-003,negative,-5.799449673,-10.7819724
politeness-apology-003,neutral,2.167387546,4.813941373
politeness-apology-003,positive,3.632062127,5.968031031
politeness-apology-013,negative,-3.493733452,-4.370578678
politeness-apology-013,neutral,1.34636164,2.134201864
politeness-apology-013,positive,2.147371811,2.236376813
politeness-apology-043,negative,-3.763573351,-5.692829262
politeness-apology-043,neutral,1.47029363,3.490512521
politeness-apology-043,positive,2.293279721,2.202316741
politeness-apology-057,negative,-1.159170523,-0.07198152719
politeness-apology-057,neutral,-0.1777889382,-1.675804805
politeness-apology-057,positive,1.336959462,1.747786332
politeness-apology-065,negative,-1.905314797,-1.09613653
politeness-apology-065,neutral,2.501608071,4.918056715
politeness-apology-065,positive,-0.5962932746,-3.821920186
politeness-apology-067,negative,-2.7517817,-5.934957575
politeness-apology-067,neutral,0.7994256574,3.696065859
politeness-apology-067,positive,1.952356042,2.238891716
politeness-apology-081,negative,-4.753180272,-6.279019623
politeness-apology-081,neutral,2.722028537,6.070364688
politeness-apology-081,positive,2.031151735,0.2086549348
politeness-apology-098,negative,-2.024293929,-1.504883535
politeness-apology-098,neutral,1.146880939,1.646094981
politeness-apology-098,positive,0.87741299,-0.1412114463
politeness-bad-news-delivery-020,negative,-1.71039692,-1.006803165
politeness-bad-news-delivery-020,neutral,1.528259987,2.935041414
politeness-bad-news-delivery-020,positive,0.1821369333,-1.92823825
politeness-bad-news-delivery-028,negative,-3.936737437,-5.880563429
politeness-bad-news-delivery-028,neutral,3.785530716,8.135403798
politeness-bad-news-delivery-028,positive,0.1512067204,-2.254840368
politeness-bad-news-delivery-066,negative,-3.537830276,-4.615748145
politeness-bad-news-delivery-066,neutral,2.427822947,4.648485622
politeness-bad-news-delivery-066,positive,1.110007329,-0.03273747709
politeness-bad-news-delivery-073,negative,-2.260514152,-1.136097193
politeness-bad-news-delivery-073,neutral,1.195792637,1.367329421
politeness-bad-news-delivery-073,positive,1.064721515,-0.2312322277
politeness-complaint-030,negative,-4.413251947,-9.061923258
politeness-complaint-030,neutral,0.4334447153,6.156148936
politeness-complaint-030,positive,3.979807232,2.905774323
politeness-complaint-032,negative,-2.203216841,-1.846386509
politeness-complaint-032,neutral,2.679410824,5.864102935
politeness-complaint-032,positive,-0.4761939823,-4.017716426
politeness-complaint-040,negative,-1.613478212,1.184399671
politeness-complaint-040,neutral,1.977092534,3.594708786
politeness-complaint-040,positive,-0.3636143224,-4.779108456
politeness-complaint-049,negative,-2.298241055,-1.179210443
politeness-complaint-049,neutral,0.7218876238,2.857473977
politeness-complaint-049,positive,1.576353432,-1.678263533
politeness-complaint-063,negative,-0.309017342,3.66025268
politeness-complaint-063,neutral,0.5718714043,0.8963420502
politeness-complaint-063,positive,-0.2628540623,-4.55659473
politeness-complaint-072,negative,0.2073798589,4.619667804
politeness-complaint-072,neutral,0.8664206944,1.302053948
politeness-complaint-072,positive,-1.073800553,-5.921721752
politeness-complaint-089,negative,-1.624054187,1.029786042
politeness-complaint-089,neutral,1.386535065,2.003334621
politeness-complaint-089,positive,0.2375191218,-3.033120662
politeness-correction-002,negative,-1.91443151,-1.670180051
politeness-correction-002,neutral,0.7976617188,1.788558533
politeness-correction-002,positive,1.116769791,-0.1183784818
politeness-correction-005,negative,-0.7255778828,2.051821578
politeness-correction-005,neutral,-0.7180477844,-1.406639961
politeness-correction-005,positive,1.443625667,-0.6451816165
politeness-correction-007,negative,-1.215740498,-1.457360956
politeness-correction-007,neutral,-0.4107621709,-1.279743544
politeness-correction-007,positive,1.626502669,2.7371045
politeness-correction-024,negative,-2.082779322,-1.878206708
politeness-correction-024,neutral,-0.4929578056,-1.067090082
politeness-correction-024,positive,2.575737127,2.94529679
politeness-correction-027,negative,-1.059666115,1.527307771
politeness-correction-027,neutral,0.8737672739,1.189958311
politeness-correction-027,positive,0.1858988407,-2.717266082
politeness-correction-045,negative,-1.26067947,0.6767771054
politeness-correction-045,neutral,0.118668191,-0.2976487389
politeness-correction-045,positive,1.142011279,-0.3791283664
politeness-correction-051,negative,0.2976180816,3.78111054
politeness-correction-051,neutral,-0.576549846,-1.157126151
politeness-correction-051,positive,0.2789317644,-2.623984389
politeness-correction-076,negative,-0.3697425059,1.990471892
politeness-correction-076,neutral,0.8066431998,2.847872594
politeness-correction-076,positive,-0.436900694,-4.838344486
politeness-correction-087,negative,-2.151455401,-2.187254275
politeness-correction-087,neutral,0.8466024803,1.41424998
politeness-correction-087,positive,1.30485292,0.7730042942
politeness-criticism-or-feedback-023,negative,0.5889147701,3.601973397
politeness-criticism-or-feedback-023,neutral,-0.2281449191,-2.599382451
politeness-criticism-or-feedback-023,positive,-0.3607698511,-1.002590946
politeness-criticism-or-feedback-036,negative,-1.773306407,-0.6753110501
politeness-criticism-or-feedback-036,neutral,0.8272077438,1.282202429
politeness-criticism-or-feedback-036,positive,0.9460986632,-0.6068913787
politeness-criticism-or-feedback-041,negative,-0.04406873025,2.343323448
politeness-criticism-or-feedback-041,neutral,0.3491453741,0.2717231478
politeness-criticism-or-feedback-041,positive,-0.3050766438,-2.615046596
politeness-criticism-or-feedback-050,negative,-2.265511221,-2.160762647
politeness-criticism-or-feedback-050,neutral,0.4334594518,0.8948250095
politeness-criticism-or-feedback-050,positive,1.832051769,1.265937637
politeness-criticism-or-feedback-054,negative,-1.76868477,-2.427152403
politeness-criticism-or-feedback-054,neutral,0.9625253295,3.354039266
politeness-criticism-or-feedback-054,positive,0.8061594409,-0.9268868636
politeness-criticism-or-feedback-071,negative,-2.008785884,-3.099748089
politeness-criticism-or-feedback-071,neutral,0.90365867,2.347094794
politeness-criticism-or-feedback-071,positive,1.105127214,0.7526532952
politeness-criticism-or-feedback-099,negative,1.210836103,5.509520229
politeness-criticism-or-feedback-099,neutral,-1.420982967,-3.778464681
politeness-criticism-or-feedback-099,positive,0.2101468638,-1.731055548
politeness-criticism-or-feedback-100,negative,-2.523298167,-4.078796758
politeness-criticism-or-feedback-100,neutral,1.94211389,3.487545892
politeness-criticism-or-feedback-100,positive,0.5811842767,0.5912508668
politeness-disagreement-012,negative,-0.6363962573,3.460190307
politeness-disagreement-012,neutral,-0.2804648287,-2.03999902
politeness-disagreement-012,positive,0.916861086,-1.420191287
politeness-disagreement-035,negative,-3.687558632,-3.796197935
politeness-disagreement-035,neutral,1.762845884,3.32817899
politeness-disagreement-035,positive,1.924712748,0.4680189449
politeness-disagreement-047,negative,-1.63769369,-0.4079150753
politeness-disagreement-047,neutral,0.2466626865,0.3300750401
politeness-disagreement-047,positive,1.391031003,0.07784003526
politeness-disagreement-048,negative,-1.74651681,-0.8337783419
politeness-disagreement-048,neutral,0.858983982,2.034218436
politeness-disagreement-048,positive,0.8875328283,-1.200440094
politeness-disagreement-075,negative,-2.446507981,-2.769016302
politeness-disagreement-075,neutral,0.7996030192,2.54588111
politeness-disagreement-075,positive,1.646904961,0.2231351919
politeness-disagreement-086,negative,-2.234598554,-1.338382383
politeness-disagreement-086,neutral,0.498433763,-0.3421653883
politeness-disagreement-086,positive,1.736164791,1.680547771
politeness-inquiry-sensitive-008,negative,-4.119781994,-8.167877747
politeness-inquiry-sensitive-008,neutral,1.609531388,3.776387511
politeness-inquiry-sensitive-008,positive,2.510250606,4.391490237
politeness-inquiry-sensitive-009,negative,-1.335100463,0.8138673158
politeness-inquiry-sensitive-009,neutral,0.2349652853,-0.1093997077
politeness-inquiry-sensitive-009,positive,1.100135177,-0.7044676081
politeness-inquiry-sensitive-016,negative,-0.5309109281,2.091887309
politeness-inquiry-sensitive-016,neutral,1.580533888,2.963690389
politeness-inquiry-sensitive-016,positive,-1.04962296,-5.055577698
politeness-inquiry-sensitive-092,negative,-1.647316996,-0.8896001623
politeness-inquiry-sensitive-092,neutral,0.3096101316,-0.2685198585
politeness-inquiry-sensitive-092,positive,1.337706864,1.158120021
politeness-refusal-038,negative,-1.387816987,0.9045543454
politeness-refusal-038,neutral,1.658015823,3.34656224
politeness-refusal-038,positive,-0.2701988355,-4.251116586
politeness-refusal-058,negative,-2.492118204,-3.685895996
politeness-refusal-058,neutral,1.67948413,5.470989131
politeness-refusal-058,positive,0.8126340739,-1.785093135
politeness-refusal-064,negative,-2.433377185,-2.387134166
politeness-refusal-064,neutral,1.272295594,2.638514882
politeness-refusal-064,positive,1.161081591,-0.251380716
politeness-refusal-069,negative,-0.742759896,2.60488569
politeness-refusal-069,neutral,0.3764983074,-0.1127603835
politeness-refusal-069,positive,0.3662615886,-2.492125307
politeness-refusal-077,negative,-0.6912763517,1.013671749
politeness-refusal-077,neutral,0.04712219135,0.6461516807
politeness-refusal-077,positive,0.6441541603,-1.659823429
politeness-refusal-080,negative,-1.17610538,1.087263921
politeness-refusal-080,neutral,0.1261104144,0.7348223384
politeness-refusal-080,positive,1.049994966,-1.82208626
politeness-refusal-083,negative,-1.471808733,0.2208094055
politeness-refusal-083,neutral,0.794426784,1.018010782
politeness-refusal-083,positive,0.6773819493,-1.238820188
politeness-refusal-090,negative,-1.706320115,-1.146264282
politeness-refusal-090,neutral,0.7992123127,1.338976929
politeness-refusal-090,positive,0.9071078021,-0.1927126468
politeness-reminder-017,negative,0.9554035168,5.487330526
politeness-reminder-017,neutral,-0.6349112379,-1.071002579
politeness-reminder-017,positive,-0.3204922789,-4.416327946
politeness-reminder-018,negative,-1.772330403,0.2385064683
politeness-reminder-018,neutral,1.608371471,3.630466186
politeness-reminder-018,positive,0.1639589315,-3.868972654
politeness-reminder-019,negative,-2.438989146,-3.127368144
politeness-reminder-019,neutral,1.012614724,3.315745042
politeness-reminder-019,positive,1.426374422,-0.1883768982
politeness-reminder-021,negative,-1.417622609,0.258681249
politeness-reminder-021,neutral,1.387972619,3.260262875
politeness-reminder-021,positive,0.02964999052,-3.518944124
politeness-reminder-079,negative,-1.101323618,1.144627901
politeness-reminder-079,neutral,1.072945573,1.421991482
politeness-reminder-079,positive,0.02837804505,-2.566619383
politeness-reminder-094,negative,-1.748982377,-1.684589496
politeness-reminder-094,neutral,4.234069421,9.659715512
politeness-reminder-094,positive,-2.485087044,-7.975126016
politeness-request-001,negative,-0.8806272371,1.823048132
