row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.8229282567
MeanDiff,LogReg,0.4948595263
MeanDiff,PCA,0.8307531282
MeanDiff,Random,0.03141981611
KMeans,MeanDiff,0.8229282567
KMeans,KMeans,1
KMeans,LogReg,0.1382355773
KMeans,PCA,0.995849725
KMeans,Random,0.01095850919
LogReg,MeanDiff,0.4948595263
LogReg,KMeans,0.1382355773
LogReg,LogReg,1
LogReg,PCA,0.1516612838
LogReg,Random,0.03390381419
PCA,MeanDiff,0.8307531282
PCA,KMeans,0.995849725
PCA,LogReg,0.1516612838
PCA,PCA,1
PCA,Random,0.01110414363
Random,MeanDiff,0.03141981611
Random,KMeans,0.01095850919
Random,LogReg,0.03390381419
Random,PCA,0.01110414363
Random,Random,1
