panel,scenario_id,level,pc1,pc2
raw,politeness-apology-003,negative,0.1638906048,9.446686168
raw,politeness-apology-003,neutral,3.32216966,8.3843939
raw,politeness-apology-003,positive,4.08259192,5.120247779
raw,politeness-apology-013,negative,0.6249360025,6.981415898
raw,politeness-apology-013,neutral,6.62895727,4.863138512
raw,politeness-apology-013,positive,5.803381619,6.138160625
raw,politeness-apology-043,negative,0.4859143032,3.580273047
raw,politeness-apology-043,neutral,1.961441619,11.21225672
raw,politeness-apology-043,positive,-13.54418433,1.77499405
raw,politeness-apology-057,negative,-4.697333956,5.564939185
raw,politeness-apology-057,neutral,5.376837442,4.63360646
raw,politeness-apology-057,positive,2.840327964,9.016824278
raw,politeness-apology-065,negative,0.4992794909,5.5280014
raw,politeness-apology-065,neutral,5.077223572,3.330371794
raw,politeness-apology-065,positive,-6.504765733,-4.291748486
raw,politeness-apology-067,negative,1.780976201,9.178187083
raw,politeness-apology-067,neutral,5.780298499,7.879366141
raw,politeness-apology-067,positive,4.890032434,6.21826942
raw,politeness-apology-081,negative,1.184806313,5.425000306
raw,politeness-apology-081,neutral,6.659498737,3.183275966
raw,politeness-apology-081,positive,5.398051962,2.470262398
raw,politeness-apology-098,negative,1.153912721,6.496631999
raw,politeness-apology-098,neutral,3.747236344,7.138247198
raw,politeness-apology-098,positive,3.775334466,5.781114625
raw,politeness-bad-news-delivery-020,negative,3.67949755,3.70143036
raw,politeness-bad-news-delivery-020,neutral,7.959136712,1.18422135
raw,politeness-bad-news-delivery-020,positive,5.775885244,3.934095538
raw,politeness-bad-news-delivery-028,negative,-10.72122656,3.001252361
raw,politeness-bad-news-delivery-028,neutral,8.001672875,4.361224995
raw,politeness-bad-news-delivery-028,positive,-0.8835044058,0.3950184675
raw,politeness-bad-news-delivery-066,negative,0.777861906,3.198564452
raw,politeness-bad-news-delivery-066,neutral,5.892648187,-1.269111977
raw,politeness-bad-news-delivery-066,positive,4.879933386,-0.266887757
raw,politeness-bad-news-delivery-073,negative,-11.6800246,4.829803781
raw,politeness-bad-news-delivery-073,neutral,6.406445737,6.2118892
raw,politeness-bad-news-delivery-073,positive,3.075885789,8.012750988
