panel,scenario_id,level,pc1,pc2
raw,politeness-apology-003,negative,-10.04676916,-6.506409875
raw,politeness-apology-003,neutral,-0.2301709177,-9.167653212
raw,politeness-apology-003,positive,1.598816722,-6.625251833
raw,politeness-apology-013,negative,-11.17720806,-8.884649688
raw,politeness-apology-013,neutral,3.133503507,-12.01677069
raw,politeness-apology-013,positive,1.599994449,-11.98036827
raw,politeness-apology-043,negative,-8.23168003,-3.437328415
raw,politeness-apology-043,neutral,-4.872153065,-11.38720757
raw,politeness-apology-043,positive,-16.70728581,3.394969614
raw,politeness-apology-057,negative,-12.5104675,0.0614899867
raw,politeness-apology-057,neutral,0.775870575,-10.90041495
raw,politeness-apology-057,positive,-0.5253072469,-11.73607908
raw,politeness-apology-065,negative,-5.131280244,-2.634566587
raw,politeness-apology-065,neutral,5.982365887,-7.994486005
raw,politeness-apology-065,positive,-2.891529701,8.157991685
raw,politeness-apology-067,negative,-4.660646439,-6.52714888
raw,politeness-apology-067,neutral,0.9393919515,-11.89805296
raw,politeness-apology-067,positive,1.667101292,-8.563978758
raw,politeness-apology-081,negative,-7.576235801,-1.796789655
raw,politeness-apology-081,neutral,7.124285683,-7.35932885
raw,politeness-apology-081,positive,7.59073099,-7.446819463
raw,politeness-apology-098,negative,-7.027844439,-7.133947838
raw,politeness-apology-098,neutral,-0.6030773155,-9.600269873
raw,politeness-apology-098,positive,-1.548540209,-10.54684769
raw,politeness-bad-news-delivery-020,negative,1.762212707,-7.004420047
raw,politeness-bad-news-delivery-020,neutral,7.858194811,-7.902096721
raw,politeness-bad-news-delivery-020,positive,5.829846793,-8.071287017
raw,politeness-bad-news-delivery-028,negative,-16.15078089,-0.8622317514
raw,politeness-bad-news-delivery-028,neutral,8.304720136,-7.766731501
raw,politeness-bad-news-delivery-028,positive,0.6326165453,0.7956974911
raw,politeness-bad-news-delivery-066,negative,-7.909498584,-5.181516544
raw,politeness-bad-news-delivery-066,neutral,10.21009364,-6.171638033
raw,politeness-bad-news-delivery-066,positive,5.962839561,-6.810266107
raw,politeness-bad-news-delivery-073,negative,-17.17925093,2.19471748
raw,politeness-bad-news-delivery-073,neutral,3.668192374,-12.02848541
raw,politeness-bad-news-delivery-073,positive,-1.596802884,-9.914660829
raw,politeness-complaint-030,negative,-13.85351323,7.01826489
raw,politeness-complaint-030,neutral,2.413549592,-11.6477497
raw,politeness-complaint-030,positive,-2.959398208,17.64508049
raw,politeness-complaint-032,negative,-16.44266335,3.867457578
raw,politeness-complaint-032,neutral,4.888639382,-10.3274676
raw,politeness-complaint-032,positive,-0.8948324465,1.348201665
raw,politeness-complaint-040,negative,-15.14571871,5.012755104
raw,politeness-complaint-040,neutral,4.000063321,-4.728830107
raw,politeness-complaint-040,positive,1.645932009,1.96120844
raw,politeness-complaint-049,negative,-12.8038131,12.98178903
raw,politeness-complaint-049,neutral,-5.100582677,-5.372371414
raw,politeness-complaint-049,positive,-6.305620451,11.63227369
raw,politeness-complaint-063,negative,-8.945096842,-5.469031561
raw,politeness-complaint-063,neutral,-7.221340343,4.895273595
