row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.08914792812
MeanDiff,LogReg,0.6289708508
MeanDiff,PCA,0.8145448508
MeanDiff,Random,0.002004917597
KMeans,MeanDiff,0.08914792812
KMeans,KMeans,1
KMeans,LogReg,0.02389533812
KMeans,PCA,0.4579243946
KMeans,Random,0.04637268383
LogReg,MeanDiff,0.6289708508
LogReg,KMeans,0.02389533812
LogReg,LogReg,1
LogReg,PCA,0.3310431119
LogReg,Random,-0.002146925659
PCA,MeanDiff,0.8145448508
PCA,KMeans,0.4579243946
PCA,LogReg,0.3310431119
PCA,PCA,1
PCA,Random,0.01745793322
Random,MeanDiff,0.002004917597
Random,KMeans,0.04637268383
Random,LogReg,-0.002146925659
Random,PCA,0.01745793322
Random,Random,1
