scenario_id,level,valence,markedness
politeness-apology-003,negative,-43.42253874,-85.19672993
politeness-apology-003,neutral,17.82385525,38.5584174
politeness-apology-003,positive,25.5986835,46.63831254
politeness-apology-013,negative,-18.69578161,-29.74784339
politeness-apology-013,neutral,3.078174212,1.858272153
politeness-apology-013,positive,15.6176074,27.88957124
politeness-apology-043,negative,-23.39589622,-37.22426116
politeness-apology-043,neutral,10.38761451,17.5541137
politeness-apology-043,positive,13.00828171,19.67014746
politeness-apology-057,negative,-0.3967819035,10.5603194
politeness-apology-057,neutral,-3.555005378,-12.55873441
politeness-apology-057,positive,3.951787282,1.998415015
politeness-apology-065,negative,-8.876525261,-7.866440433
politeness-apology-065,neutral,17.1941098,30.50873107
politeness-apology-065,positive,-8.317584544,-22.64229064
politeness-apology-067,negative,-18.28735463,-33.34306629
politeness-apology-067,neutral,5.988300223,16.77627789
politeness-apology-067,positive,12.29905441,16.5667884
politeness-apology-081,negative,-25.38883766,-39.07807065
politeness-apology-081,neutral,17.5141138,32.49008093
politeness-apology-081,positive,7.874723865,6.587989722
politeness-apology-098,negative,-9.913166979,-13.23381168
politeness-apology-098,neutral,5.408164176,7.432847288
politeness-apology-098,positive,4.505002803,5.800964389
politeness-bad-news-delivery-020,negative,-6.646030282,-6.527762095
politeness-bad-news-delivery-020,neutral,7.559371025,14.176565
politeness-bad-news-delivery-020,positive,-0.913340743,-7.648802906
politeness-bad-news-delivery-028,negative,-28.44096079,-50.66893129
politeness-bad-news-delivery-028,neutral,28.39073073,59.61310702
politeness-bad-news-delivery-028,positive,0.05023005204,-8.944175737
politeness-bad-news-delivery-066,negative,-16.50391399,-22.60522639
politeness-bad-news-delivery-066,neutral,12.45062416,22.47759019
politeness-bad-news-delivery-066,positive,4.053289821,0.1276362027
politeness-bad-news-delivery-073,negative,-4.754955184,3.144311389
politeness-bad-news-delivery-073,neutral,-0.6027073352,-5.693772204
politeness-bad-news-delivery-073,positive,5.357662519,2.549460815
politeness-complaint-030,negative,-31.44996229,-58.86098528
politeness-complaint-030,neutral,12.8236704,38.6181398
politeness-complaint-030,positive,18.62629188,20.24284548
politeness-complaint-032,negative,-14.42131342,-18.41871399
politeness-complaint-032,neutral,15.62978544,28.77753793
politeness-complaint-032,positive,-1.20847202,-10.35882393
politeness-complaint-040,negative,-5.767784337,3.923991932
politeness-complaint-040,neutral,13.73232506,23.78706747
politeness-complaint-040,positive,-7.964540727,-27.7110594
politeness-complaint-049,negative,-5.626878869,0.8369328844
politeness-complaint-049,neutral,0.9892387256,1.398586389
politeness-complaint-049,positive,4.637640144,-2.235519274
politeness-complaint-063,negative,6.293940195,26.65718804
politeness-complaint-063,neutral,1.845509335,0.10546586
politeness-complaint-063,positive,-8.13944953,-26.7626539
politeness-complaint-072,negative,6.725811089,27.80373423
politeness-complaint-072,neutral,3.354854479,4.718007236
politeness-complaint-072,positive,-10.08066557,-32.52174147
politeness-complaint-089,negative,-2.02841338,11.5999531
politeness-complaint-089,neutral,6.075300238,8.321300943
politeness-complaint-089,positive,-4.046886858,-19.92125404
politeness-correction-002,negative,-10.50897536,-17.50727123
politeness-correction-002,neutral,3.293551039,7.189770291
politeness-correction-002,positive,7.215424326,10.31750094
politeness-correction-005,negative,2.267271674,16.60979512
politeness-correction-005,neutral,-5.382611284,-12.28718911
politeness-correction-005,positive,3.115339609,-4.322606002
politeness-correction-007,negative,-2.677873278,-0.3231724516
politeness-correction-007,neutral,-4.875230576,-10.34328671
politeness-correction-007,positive,7.553103854,10.66645916
politeness-correction-024,negative,-10.98573091,-14.18241572
politeness-correction-024,neutral,-2.623988851,-3.812572651
politeness-correction-024,positive,13.60971977,17.99498837
politeness-correction-027,negative,-1.834573168,4.717488447
politeness-correction-027,neutral,-0.01602148356,-1.0736493
politeness-correction-027,positive,1.850594651,-3.643839147
politeness-correction-045,negative,-1.048329935,8.76208787
politeness-correction-045,neutral,-1.106029004,-2.818215746
politeness-correction-045,positive,2.154358939,-5.943872124
politeness-correction-051,negative,13.79938164,40.66773865
politeness-correction-051,neutral,-6.777578965,-13.08011452
politeness-correction-051,positive,-7.021802678,-27.58762413
politeness-correction-076,negative,0.6445248541,9.63688676
politeness-correction-076,neutral,6.311894435,17.55508865
politeness-correction-076,positive,-6.95641929,-27.19197541
politeness-correction-087,negative,-10.07226702,-11.50486622
politeness-correction-087,neutral,1.863703598,2.581518296
politeness-correction-087,positive,8.208563425,8.923347925
politeness-criticism-or-feedback-023,negative,5.555640411,21.11992006
politeness-criticism-or-feedback-023,neutral,-7.052710383,-21.98751939
politeness-criticism-or-feedback-023,positive,1.497069972,0.867599332
politeness-criticism-or-feedback-036,negative,-6.624633231,-4.577597733
politeness-criticism-or-feedback-036,neutral,5.287548947,7.249627751
politeness-criticism-or-feedback-036,positive,1.337084284,-2.672030018
politeness-criticism-or-feedback-041,negative,-0.9891953837,6.140915812
politeness-criticism-or-feedback-041,neutral,5.21222782,8.356803569
politeness-criticism-or-feedback-041,positive,-4.223032436,-14.49771938
politeness-criticism-or-feedback-050,negative,-15.80462472,-24.35029408
politeness-criticism-or-feedback-050,neutral,7.297074018,15.84767903
politeness-criticism-or-feedback-050,positive,8.507550703,8.502615057
politeness-criticism-or-feedback-054,negative,0.0660726259,7.50173066
politeness-criticism-or-feedback-054,neutral,10.23764499,21.14138145
politeness-criticism-or-feedback-054,positive,-10.30371761,-28.64311211
politeness-criticism-or-feedback-071,negative,-8.379143421,-11.09038453
politeness-criticism-or-feedback-071,neutral,6.555949162,12.28459822
politeness-criticism-or-feedback-071,positive,1.823194259,-1.194213686
politeness-criticism-or-feedback-099,negative,16.72989941,46.37594932
politeness-criticism-or-feedback-099,neutral,-14.11206241,-32.30355516
politeness-criticism-or-feedback-099,positive,-2.617837005,-14.07239416
politeness-criticism-or-feedback-100,negative,-8.570247075,-11.65978754
politeness-criticism-or-feedback-100,neutral,12.60436756,25.79097953
politeness-criticism-or-feedback-100,positive,-4.034120483,-14.13119199
politeness-disagreement-012,negative,1.021281062,17.92485517
politeness-disagreement-012,neutral,-3.281132293,-12.31996404
politeness-disagreement-012,positive,2.259851231,-5.604891124
politeness-disagreement-035,negative,-14.30445877,-11.32611231
politeness-disagreement-035,neutral,13.1140596,21.5634435
politeness-disagreement-035,positive,1.190399164,-10.23733119
politeness-disagreement-047,negative,-5.865450527,-5.390063651
politeness-disagreement-047,neutral,1.123505341,2.38906201
politeness-disagreement-047,positive,4.741945186,3.00100164
politeness-disagreement-048,negative,-6.723081314,-2.716793824
politeness-disagreement-048,neutral,5.703393391,10.08894417
politeness-disagreement-048,positive,1.019687923,-7.372150351
politeness-disagreement-075,negative,-12.48447514,-17.62056309
politeness-disagreement-075,neutral,3.516851224,10.97119841
politeness-disagreement-075,positive,8.967623916,6.649364678
politeness-disagreement-086,negative,-15.39109835,-19.11607966
politeness-disagreement-086,neutral,4.426594995,3.533986157
politeness-disagreement-086,positive,10.96450336,15.5820935
