scenario_id,midpoint_residual,pc1_frac
politeness-apology-003,0.7789103113,0.6189188057
politeness-apology-013,0.6375041801,0.7371807568
politeness-apology-043,0.7626028006,0.5642596766
politeness-apology-057,0.6068099308,0.7447697004
politeness-apology-065,0.7640646029,0.5929209951
politeness-apology-067,0.8234800529,0.5722951055
politeness-apology-081,0.7295654792,0.7393864238
politeness-apology-098,0.6298720426,0.7867232795
politeness-bad-news-delivery-020,0.8795375611,0.5798642913
politeness-bad-news-delivery-028,0.6770850126,0.7346527829
politeness-bad-news-delivery-066,0.7998591721,0.6994849514
politeness-bad-news-delivery-073,0.6252792911,0.7546063147
politeness-complaint-030,0.8685104009,0.5439423971
politeness-complaint-032,0.7627247465,0.7309660904
politeness-complaint-040,0.6955159968,0.749213059
politeness-complaint-049,0.84327344,0.5703484578
politeness-complaint-063,0.5789237203,0.692117361
politeness-complaint-072,0.6747805921,0.6826132756
politeness-complaint-089,0.6373605964,0.6852461195
politeness-correction-002,0.788877891,0.755492605
politeness-correction-005,0.5928794678,0.6821546002
politeness-correction-007,0.887691009,0.5877515974
politeness-correction-024,0.6584397724,0.8061247385
politeness-correction-027,0.6266069934,0.7601654807
politeness-correction-045,0.8176811073,0.586347636
politeness-correction-051,0.5955315097,0.6860507192
politeness-correction-076,0.7111163139,0.6980498555
politeness-correction-087,0.797453017,0.5831810747
politeness-criticism-or-feedback-023,0.8918893889,0.5639458339
politeness-criticism-or-feedback-036,0.6742277227,0.7580117631
politeness-criticism-or-feedback-041,0.5422978898,0.7188834705
politeness-criticism-or-feedback-050,0.7364095947,0.6716836852
politeness-criticism-or-feedback-054,0.9275364969,0.6961079871
politeness-criticism-or-feedback-071,0.7662823322,0.5612759503
politeness-criticism-or-feedback-099,0.8407700062,0.7194391781
politeness-criticism-or-feedback-100,0.7659560133,0.6959264694
politeness-disagreement-012,0.6723816258,0.6290183623
politeness-disagreement-035,0.7394076025,0.5900119011
politeness-disagreement-047,0.6469093434,0.6531967889
politeness-disagreement-048,0.8290962792,0.5877497244
politeness-disagreement-075,0.7559091941,0.6734906231
politeness-disagreement-086,0.6737621197,0.6358035432
politeness-inquiry-sensitive-008,0.742032649,0.5982546236
politeness-inquiry-sensitive-009,0.6413958197,0.6490553427
politeness-inquiry-sensitive-016,0.6704537388,0.6656061624
politeness-inquiry-sensitive-092,0.617032483,0.6633909342
politeness-refusal-038,0.6656422976,0.7375782884
politeness-refusal-058,0.7181168991,0.6535807981
politeness-refusal-064,0.7025825917,0.6033628792
politeness-refusal-069,0.6136715024,0.6726670816
politeness-refusal-077,0.8869783951,0.5257318142
politeness-refusal-080,0.6903121418,0.6173828497
politeness-refusal-083,0.8167812222,0.6169574799
politeness-refusal-090,0.7580556921,0.6284128944
politeness-reminder-017,0.7788845669,0.5706106417
politeness-reminder-018,0.835884185,0.5856208135
politeness-reminder-019,0.7565258816,0.6001032483
politeness-reminder-021,0.695726251,0.7298380873
politeness-reminder-079,0.7520158683,0.6422464896
politeness-reminder-094,0.7408390892,0.7443089132
politeness-request-001,0.618582287,0.8112059508
politeness-request-006,0.7783952627,0.6501437029
politeness-request-025,0.7445747896,0.5910844457
politeness-request-029,0.6544678802,0.6768592534
politeness-request-031,0.6676907133,0.7197020851
politeness-request-037,0.6541679566,0.6904220369
politeness-request-053,0.542146721,0.7717092694
politeness-request-056,0.6214693172,0.7629753618
politeness-request-061,0.5042979631,0.7619123824
politeness-request-074,0.7073427508,0.6767567052
politeness-request-093,0.6696529943,0.627738568
politeness-request-097,0.7117362312,0.5971502176
