panel,scenario_id,level,pc1,pc2
raw,politeness-apology-003,negative,8.066239017,-2.452528247
raw,politeness-apology-003,neutral,27.27778341,-1.044694292
raw,politeness-apology-003,positive,29.8448743,-0.8159019018
raw,politeness-apology-013,negative,-25.01655367,-3.123009729
raw,politeness-apology-013,neutral,-17.94701271,-0.3153403067
raw,politeness-apology-013,positive,-17.17927064,-0.04530617462
raw,politeness-apology-043,negative,-3.286591253,-2.671815174
raw,politeness-apology-043,neutral,7.690051257,-2.470139348
raw,politeness-apology-043,positive,7.19818562,-2.052321741
raw,politeness-apology-057,negative,17.09778425,-2.149021868
raw,politeness-apology-057,neutral,14.69793793,-1.134817884
raw,politeness-apology-057,positive,19.45818879,-1.585627687
raw,politeness-apology-065,negative,-17.59445324,-1.641326122
raw,politeness-apology-065,neutral,-10.37367889,-0.7209447965
raw,politeness-apology-065,positive,-19.85640625,-1.580604506
raw,politeness-apology-067,negative,-0.5551693227,-0.6037878075
raw,politeness-apology-067,neutral,9.639609516,0.4282939269
raw,politeness-apology-067,positive,9.948212882,-0.764628832
raw,politeness-apology-081,negative,-4.182709853,-2.451340563
raw,politeness-apology-081,neutral,9.733548815,1.015319202
raw,politeness-apology-081,positive,4.0999011,0.149929428
raw,politeness-apology-098,negative,-10.44829059,-2.62448221
raw,politeness-apology-098,neutral,-6.073926827,-1.836442358
raw,politeness-apology-098,positive,-7.885371325,-1.808082262
raw,politeness-bad-news-delivery-020,negative,-21.54065091,0.3390115542
raw,politeness-bad-news-delivery-020,neutral,-16.74403927,1.489333328
raw,politeness-bad-news-delivery-020,positive,-21.16887869,0.2542732359
raw,politeness-bad-news-delivery-028,negative,2.178875557,-2.464258713
raw,politeness-bad-news-delivery-028,neutral,18.55960493,0.8135978383
raw,politeness-bad-news-delivery-028,positive,6.541025447,0.1086679631
raw,politeness-bad-news-delivery-066,negative,-37.58254872,-2.228312619
raw,politeness-bad-news-delivery-066,neutral,-27.71961556,1.010983148
raw,politeness-bad-news-delivery-066,positive,-31.99422612,-0.5028875847
raw,politeness-bad-news-delivery-073,negative,-16.43762586,-1.824355446
raw,politeness-bad-news-delivery-073,neutral,-13.80975455,0.6407898264
raw,politeness-bad-news-delivery-073,positive,-14.27952425,-0.9522632447
raw,politeness-complaint-030,negative,3.315766624,-1.109612686
raw,politeness-complaint-030,neutral,19.46499565,0.8085391221
raw,politeness-complaint-030,positive,19.15659068,1.705534534
raw,politeness-complaint-032,negative,8.557207905,-1.221485171
raw,politeness-complaint-032,neutral,16.9292876,1.339039958
raw,politeness-complaint-032,positive,5.82525467,0.6209054954
raw,politeness-complaint-040,negative,-19.51126817,-1.128981801
raw,politeness-complaint-040,neutral,-17.2153881,1.154363862
raw,politeness-complaint-040,positive,-25.93273715,0.6187547399
raw,politeness-complaint-049,negative,-22.01699851,-1.44103225
raw,politeness-complaint-049,neutral,-17.78603019,-0.08969706075
raw,politeness-complaint-049,positive,-20.57429829,-0.5085076303
raw,politeness-complaint-063,negative,-22.38303501,-1.920305041
raw,politeness-complaint-063,neutral,-25.74855827,-0.7003517586
raw,politeness-complaint-063,positive,-30.60365525,-1.153333899
raw,politeness-complaint-072,negative,-2.622262097,-2.058082471
raw,politeness-complaint-072,neutral,-7.547415165,0.1160293124
raw,politeness-complaint-072,positive,-14.45017945,-1.674905865
raw,politeness-complaint-089,negative,-30.65132547,-1.441885925
raw,politeness-complaint-089,neutral,-30.01536849,1.191599149
raw,politeness-complaint-089,positive,-34.55744218,-0.2582427117
raw,politeness-correction-002,negative,-23.33836724,-0.5856530416
raw,politeness-correction-002,neutral,-19.90139959,1.669356717
raw,politeness-correction-002,positive,-20.93704953,0.6795804125
raw,politeness-correction-005,negative,-9.041012271,0.7824359993
raw,politeness-correction-005,neutral,-13.21062837,1.764678997
raw,politeness-correction-005,positive,-10.75103461,2.249002196
raw,politeness-correction-007,negative,-18.81802436,-0.9416517816
raw,politeness-correction-007,neutral,-19.74975341,0.8411300665
raw,politeness-correction-007,positive,-13.6983116,0.3642088706
raw,politeness-correction-024,negative,-31.15103729,-0.475023513
raw,politeness-correction-024,neutral,-30.88975113,1.47576446
raw,politeness-correction-024,positive,-24.53460294,1.045172576
raw,politeness-correction-027,negative,-12.50961821,-0.3460607652
raw,politeness-correction-027,neutral,-13.61870777,2.159335642
raw,politeness-correction-027,positive,-17.75123609,2.366144375
raw,politeness-correction-045,negative,-30.42711936,0.3805759866
raw,politeness-correction-045,neutral,-32.73344689,2.873938268
raw,politeness-correction-045,positive,-30.80452256,1.469567421
raw,politeness-correction-051,negative,40.29782116,0.289326813
raw,politeness-correction-051,neutral,33.12522026,2.370098546
raw,politeness-correction-051,positive,33.04914509,1.440057589
raw,politeness-correction-076,negative,19.631687,0.7031465503
raw,politeness-correction-076,neutral,19.73303203,2.190899783
raw,politeness-correction-076,positive,12.41316247,1.199730232
raw,politeness-correction-087,negative,-17.55947394,-1.027697345
raw,politeness-correction-087,neutral,-13.43513609,1.14501604
raw,politeness-correction-087,positive,-13.52049405,1.033043743
raw,politeness-criticism-or-feedback-023,negative,2.18362594,1.775887135
raw,politeness-criticism-or-feedback-023,neutral,-5.13423593,2.534125623
raw,politeness-criticism-or-feedback-023,positive,-3.060664648,2.347584626
raw,politeness-criticism-or-feedback-036,negative,-28.09144461,-0.8586651552
raw,politeness-criticism-or-feedback-036,neutral,-26.29930489,2.258596975
raw,politeness-criticism-or-feedback-036,positive,-27.39504879,2.173279118
raw,politeness-criticism-or-feedback-041,negative,-28.33076736,2.468197912
raw,politeness-criticism-or-feedback-041,neutral,-31.03287752,2.937251943
raw,politeness-criticism-or-feedback-041,positive,-33.83157404,2.380175754
raw,politeness-criticism-or-feedback-050,negative,13.96628247,0.4442920812
raw,politeness-criticism-or-feedback-050,neutral,17.36106809,2.24816576
raw,politeness-criticism-or-feedback-050,positive,19.17089194,1.954926607
raw,politeness-criticism-or-feedback-054,negative,38.46989729,0.5143413764
raw,politeness-criticism-or-feedback-054,neutral,43.81413559,2.398838123
raw,politeness-criticism-or-feedback-054,positive,40.92896671,2.314620436
raw,politeness-criticism-or-feedback-071,negative,-26.33689666,-0.6056759616
raw,politeness-criticism-or-feedback-071,neutral,-21.4142985,1.90492761
raw,politeness-criticism-or-feedback-071,positive,-22.16637427,2.234476137
raw,politeness-criticism-or-feedback-099,negative,0.1054543286,0.6515125806
raw,politeness-criticism-or-feedback-099,neutral,-12.55873216,3.02342215
raw,politeness-criticism-or-feedback-099,positive,-9.056240137,2.50462235
raw,politeness-criticism-or-feedback-100,negative,-2.370869261,-0.231602314
raw,politeness-criticism-or-feedback-100,neutral,5.969274875,2.857940806
raw,politeness-criticism-or-feedback-100,positive,3.309565898,1.334522855
raw,politeness-disagreement-012,negative,3.773155115,-0.6278419602
raw,politeness-disagreement-012,neutral,-2.151884781,0.2103542078
raw,politeness-disagreement-012,positive,-0.632277355,0.7745578934
raw,politeness-disagreement-035,negative,29.63567951,-0.0002694041948
raw,politeness-disagreement-035,neutral,39.13183861,1.271772305
raw,politeness-disagreement-035,positive,36.06876763,2.40891714
raw,politeness-disagreement-047,negative,-15.65330332,1.271430784
raw,politeness-disagreement-047,neutral,-14.14661498,2.062482739
raw,politeness-disagreement-047,positive,-13.76184036,1.591224373
raw,politeness-disagreement-048,negative,-29.99656814,-0.2168073922
raw,politeness-disagreement-048,neutral,-26.96374854,1.14541211
raw,politeness-disagreement-048,positive,-29.4550649,1.168221779
raw,politeness-disagreement-075,negative,10.35896696,-0.6718990194
raw,politeness-disagreement-075,neutral,16.95512045,-0.2606327351
raw,politeness-disagreement-075,positive,15.05929395,0.2989978295
raw,politeness-disagreement-086,negative,25.36453869,0.6384131007
raw,politeness-disagreement-086,neutral,28.18030027,0.6418534374
raw,politeness-disagreement-086,positive,30.80332918,1.143758345
raw,politeness-inquiry-sensitive-008,negative,-10.90270098,-1.778629194
raw,politeness-inquiry-sensitive-008,neutral,2.204430886,1.110197649
raw,politeness-inquiry-sensitive-008,positive,3.83331998,0.7680057585
raw,politeness-inquiry-sensitive-009,negative,-7.170675873,0.0665114155
raw,politeness-inquiry-sensitive-009,neutral,-8.478615617,1.248480246
raw,politeness-inquiry-sensitive-009,positive,-7.742519439,1.052517644
raw,politeness-inquiry-sensitive-016,negative,-21.68339327,-1.270682803
raw,politeness-inquiry-sensitive-016,neutral,-20.58606799,0.72432959
raw,politeness-inquiry-sensitive-016,positive,-29.18901698,-0.9221151286
raw,politeness-inquiry-sensitive-092,negative,3.302363081,-1.45127765
raw,politeness-inquiry-sensitive-092,neutral,4.329113233,-0.5224615813
raw,politeness-inquiry-sensitive-092,positive,6.703187504,-0.8260134398
raw,politeness-refusal-038,negative,7.167142942,-3.2320729
raw,politeness-refusal-038,neutral,9.457870421,-1.760449499
raw,politeness-refusal-038,positive,1.315605799,-2.21717207
raw,politeness-refusal-058,negative,2.131052042,-2.677872244
raw,politeness-refusal-058,neutral,12.20271225,-0.3033701552
raw,politeness-refusal-058,positive,4.68806299,0.4296659927
raw,politeness-refusal-064,negative,1.973930937,-3.206601695
raw,politeness-refusal-064,neutral,7.276418,-1.226379467
raw,politeness-refusal-064,positive,5.019744834,-1.685318215
raw,politeness-refusal-069,negative,8.75947523,-2.29320493
raw,politeness-refusal-069,neutral,5.214153338,-0.4488085169
raw,politeness-refusal-069,positive,3.291796381,-0.8341062031
raw,politeness-refusal-077,negative,20.54095609,-2.795986069
raw,politeness-refusal-077,neutral,19.26615391,-1.638936156
raw,politeness-refusal-077,positive,18.33282494,-2.142374848
raw,politeness-refusal-080,negative,-20.43512981,-2.735806656
raw,politeness-refusal-080,neutral,-22.16523921,0.2897858698
raw,politeness-refusal-080,positive,-23.58002704,-0.5224690619
raw,politeness-refusal-083,negative,24.13797256,-3.392489562
raw,politeness-refusal-083,neutral,24.61946701,-1.697885086
raw,politeness-refusal-083,positive,22.49195138,-1.628240403
raw,politeness-refusal-090,negative,-4.073823004,-1.408479471
raw,politeness-refusal-090,neutral,-1.955421499,0.5353551444
raw,politeness-refusal-090,positive,-2.287669156,-0.6302351583
raw,politeness-reminder-017,negative,-8.158953113,-0.207780037
raw,politeness-reminder-017,neutral,-16.85375604,0.6194096118
raw,politeness-reminder-017,positive,-18.77360191,-0.3882516032
raw,politeness-reminder-018,negative,1.493472486,-1.819912611
raw,politeness-reminder-018,neutral,4.57078323,1.557890933
raw,politeness-reminder-018,positive,-2.765411763,-0.09785701186
raw,politeness-reminder-019,negative,11.64717799,-1.253752851
raw,politeness-reminder-019,neutral,18.62875673,0.4340720568
raw,politeness-reminder-019,positive,16.03989608,0.0460591118
raw,politeness-reminder-021,negative,-0.2056653217,-2.548539177
raw,politeness-reminder-021,neutral,2.409959885,1.053958503
raw,politeness-reminder-021,positive,-3.926264071,-0.3305048195
raw,politeness-reminder-079,negative,12.38264732,-0.8797449437
raw,politeness-reminder-079,neutral,12.67094312,1.631458882
raw,politeness-reminder-079,positive,8.784398921,0.1714507673
raw,politeness-reminder-094,negative,21.92623369,-1.20964851
