row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.9957601522
MeanDiff,LogReg,0.7866617735
MeanDiff,PCA,0.9663124698
MeanDiff,Random,0.00648416021
KMeans,MeanDiff,0.9957601522
KMeans,KMeans,1
KMeans,LogReg,0.7488940161
KMeans,PCA,0.98073681
KMeans,Random,0.004643620684
LogReg,MeanDiff,0.7866617735
LogReg,KMeans,0.7488940161
LogReg,LogReg,1
LogReg,PCA,0.6690885284
LogReg,Random,0.00607191338
PCA,MeanDiff,0.9663124698
PCA,KMeans,0.98073681
PCA,LogReg,0.6690885284
PCA,PCA,1
PCA,Random,0.003927299274
Random,MeanDiff,0.00648416021
Random,KMeans,0.004643620684
Random,LogReg,0.00607191338
Random,PCA,0.003927299274
Random,Random,1
