sim,step_cosine,midpoint_residual
0,0.9335096418,0.09272100945
1,0.9585866744,0.07301568895
2,0.9509770913,0.07928252884
3,0.9510372426,0.07986713695
4,0.9453753346,0.08433100693
5,0.96099834,0.07169785135
6,0.9560102266,0.07501645379
7,0.9587607285,0.07431494273
8,0.9263365399,0.09919432019
9,0.9517357865,0.07918322971
10,0.9496525267,0.08036826723
11,0.9370658962,0.090172015
12,0.9294334327,0.09566397874
13,0.9500488547,0.08161368621
14,0.9596525449,0.07175797395
15,0.9369735844,0.09025998013
16,0.9364292663,0.09061363708
17,0.9361125699,0.09090148531
18,0.9413186437,0.08827347491
19,0.94565955,0.08501505192
20,0.9439020227,0.08591933393
21,0.9529735425,0.07838337019
22,0.9509134794,0.07993870778
23,0.9615712526,0.0701982069
24,0.9565663295,0.07620270554
25,0.9629314821,0.06878252632
26,0.9538805556,0.0787727693
27,0.9508688043,0.08129755117
28,0.9414388349,0.08822157926
29,0.9511690657,0.07909951038
30,0.9376279593,0.09027842865
31,0.9505984882,0.07957125095
32,0.9383630413,0.08960642332
33,0.9493268891,0.0819970394
34,0.9513432385,0.07976592169
35,0.948757971,0.08170094165
36,0.9457758847,0.08347440814
37,0.934194861,0.0926969488
38,0.9478030724,0.0834863436
39,0.9450272191,0.08439551038
40,0.9544800771,0.07632638841
41,0.9523748077,0.07843269963
42,0.9456204358,0.08378382335
43,0.9639604947,0.06855486572
44,0.9379192217,0.0898313213
45,0.9452407597,0.08437585388
46,0.9455921846,0.08361792985
47,0.9339927549,0.09260998591
48,0.9319210314,0.09400771937
49,0.9638643729,0.0678914242
50,0.93847292,0.08909119459
51,0.9397351755,0.0884739651
52,0.9450835993,0.08407062215
53,0.9585058219,0.0728004514
54,0.9455105218,0.08561242328
55,0.960489834,0.07147536767
56,0.9368722656,0.09322772468
57,0.9463901638,0.0837774246
58,0.9456668547,0.08360939617
59,0.9395335334,0.09050768641
60,0.9645955811,0.06724417096
61,0.9439641883,0.08596590643
62,0.947729374,0.08193169801
63,0.95195582,0.07844951679
64,0.9579867262,0.0732729868
65,0.945662741,0.08356982972
66,0.9391852777,0.0888057602
67,0.9430679182,0.08611346832
68,0.9405975044,0.08748521163
69,0.9355724877,0.09228139617
70,0.9482819073,0.08185111196
71,0.9446151701,0.08499317898
72,0.9479939102,0.08169658297
73,0.9526909785,0.079951272
74,0.9319318942,0.09449605808
75,0.9560075082,0.07890281745
76,0.9372318858,0.09006378748
77,0.941914651,0.08706143992
78,0.9437563458,0.08507701675
79,0.9544009771,0.07732061018
80,0.9578111117,0.07404676137
81,0.9446967041,0.08453079731
82,0.9454604972,0.08410827463
83,0.9543034589,0.0764593235
84,0.9064910956,0.1134078573
85,0.9454561072,0.08400583199
86,0.9399202947,0.08800966562
87,0.9529673256,0.07762873278
88,0.9434717518,0.08553555859
89,0.9346371632,0.09196694549
90,0.9508722572,0.08399561522
91,0.9435638223,0.08539424533
92,0.9476968972,0.08193689055
93,0.9489635169,0.08099373607
94,0.9279993364,0.09718452074
95,0.9437162751,0.08510770839
96,0.9525792276,0.07824505239
97,0.9442613591,0.08483713174
98,0.9469826046,0.08295736403
99,0.9553393711,0.07910907363
100,0.9386101157,0.0895087045
101,0.9507804907,0.08056525119
102,0.9348979897,0.09176276852
103,0.9560606378,0.07493864044
104,0.945130623,0.08419931788
105,0.9411228913,0.08897428293
106,0.9220587416,0.1046621344
107,0.9612007624,0.07037085719
108,0.9583956528,0.07346779321
109,0.9466332278,0.08278929908
110,0.9581785991,0.07399257639
111,0.960346019,0.0715852638
112,0.938170364,0.08975071051
113,0.9519646516,0.07854840175
114,0.9428637999,0.0866572093
115,0.9574176028,0.07395084202
116,0.9392963012,0.08881048368
117,0.9547389766,0.07617426137
118,0.9578328932,0.07340670812
119,0.9561117646,0.07500221416
120,0.9201580826,0.1029873362
121,0.9534646524,0.07726619279
122,0.9445387681,0.08445532055
123,0.9632310167,0.0689201263
124,0.9545210637,0.07635528909
125,0.9530177911,0.07769369484
126,0.9453865089,0.08377567825
127,0.9553864415,0.07563407352
128,0.925380769,0.09851065859
129,0.9527535853,0.07814779795
130,0.9362522384,0.0914657382
131,0.9561008053,0.07491799581
132,0.9440227783,0.08638628251
133,0.938030295,0.08942438323
134,0.9428320172,0.08605974032
135,0.9519745634,0.08092643881
136,0.9535007599,0.07716305997
137,0.9448137863,0.08424482496
138,0.9446360351,0.0848417121
139,0.9520974279,0.0783247584
140,0.9558722947,0.07540716073
141,0.9388591266,0.08885201862
142,0.9422981803,0.08621657479
143,0.9432912687,0.08686811925
144,0.9505653069,0.08013509409
145,0.9301382336,0.09512551135
146,0.9462118784,0.083124666
147,0.9454907158,0.08404874952
148,0.9369139723,0.09468739451
149,0.9593254164,0.07205796082
150,0.9562930778,0.07509338761
151,0.9343106143,0.09815608384
152,0.942237833,0.08623865432
153,0.9302619837,0.09505696563
154,0.9569647894,0.07427034156
155,0.9517395314,0.07897432279
156,0.9493234004,0.08124275393
157,0.9371974944,0.09110648997
158,0.9403285593,0.08825569322
159,0.9436424231,0.08588237345
160,0.9385992586,0.09069762267
161,0.946270482,0.08308971005
162,0.9482567525,0.08187191593
163,0.9355885908,0.09226494309
164,0.9484204547,0.0818215687
