scenario_id,level,valence,markedness
politeness-apology-003,negative,-16.82191389,-2.023627956
politeness-apology-003,neutral,3.611729458,6.936042582
politeness-apology-003,positive,13.21018443,-4.912414626
politeness-apology-013,negative,-17.40666271,-15.60412813
politeness-apology-013,neutral,3.948596874,11.74467501
politeness-apology-013,positive,13.45806583,3.859453121
politeness-apology-043,negative,-15.72579098,-3.033464345
politeness-apology-043,neutral,1.403863075,8.865707836
politeness-apology-043,positive,14.3219279,-5.832243491
politeness-apology-057,negative,-8.820735734,-5.665112377
politeness-apology-057,neutral,1.905340419,7.778721713
politeness-apology-057,positive,6.915395315,-2.113609336
politeness-apology-065,negative,-13.84284457,-2.200986871
politeness-apology-065,neutral,9.258288736,10.67943105
politeness-apology-065,positive,4.584555835,-8.478444181
politeness-apology-067,negative,-9.789370263,-7.565684807
politeness-apology-067,neutral,-0.9492344614,14.72579463
politeness-apology-067,positive,10.73860472,-7.160109818
politeness-apology-081,negative,-17.89383627,-13.32072338
politeness-apology-081,neutral,5.709419828,11.45341513
politeness-apology-081,positive,12.18441644,1.867308246
politeness-apology-098,negative,-12.94050952,-2.309533301
politeness-apology-098,neutral,5.821960223,4.136193866
politeness-apology-098,positive,7.1185493,-1.826660565
politeness-bad-news-delivery-020,negative,-11.90230144,-1.867557267
politeness-bad-news-delivery-020,neutral,4.8720499,10.67901836
politeness-bad-news-delivery-020,positive,7.030251536,-8.811461096
politeness-bad-news-delivery-028,negative,-17.31288534,-14.81056542
politeness-bad-news-delivery-028,neutral,8.536866382,13.02727702
politeness-bad-news-delivery-028,positive,8.776018961,1.7832884
politeness-bad-news-delivery-066,negative,-15.10273557,-14.54282383
politeness-bad-news-delivery-066,neutral,7.752466456,17.50467866
politeness-bad-news-delivery-066,positive,7.350269109,-2.961854828
politeness-bad-news-delivery-073,negative,-16.32691041,-7.205388156
politeness-bad-news-delivery-073,neutral,9.398523948,14.18230744
politeness-bad-news-delivery-073,positive,6.928386461,-6.976919281
politeness-complaint-030,negative,-12.19774847,-8.828174163
politeness-complaint-030,neutral,-8.241841196,21.80951081
politeness-complaint-030,positive,20.43958967,-12.98133665
politeness-complaint-032,negative,-17.30449392,-11.27243718
politeness-complaint-032,neutral,7.975978855,14.37201396
politeness-complaint-032,positive,9.328515064,-3.099576781
politeness-complaint-040,negative,-18.61333115,-8.355041037
politeness-complaint-040,neutral,9.349157529,16.04699636
politeness-complaint-040,positive,9.264173625,-7.691955328
politeness-complaint-049,negative,-19.8052215,-2.621843387
politeness-complaint-049,neutral,-1.837604457,18.56506576
politeness-complaint-049,positive,21.64282596,-15.94322237
politeness-complaint-063,negative,-15.08657702,3.732357506
politeness-complaint-063,neutral,0.9505025093,8.574823502
politeness-complaint-063,positive,14.13607452,-12.30718101
politeness-complaint-072,negative,-14.9172933,-4.775251655
politeness-complaint-072,neutral,4.312439633,16.00557155
politeness-complaint-072,positive,10.60485367,-11.2303199
politeness-complaint-089,negative,-18.06293599,-8.176958666
politeness-complaint-089,neutral,8.612235764,17.15002115
politeness-complaint-089,positive,9.450700231,-8.973062483
politeness-correction-002,negative,-8.633915672,-4.375038748
politeness-correction-002,neutral,1.307483532,6.269769323
politeness-correction-002,positive,7.32643214,-1.894730575
politeness-correction-005,negative,-10.53362107,-1.333758858
politeness-correction-005,neutral,1.70044634,6.792097624
politeness-correction-005,positive,8.833174727,-5.458338766
politeness-correction-007,negative,-4.55086828,-4.620372464
politeness-correction-007,neutral,1.030407907,8.253724999
politeness-correction-007,positive,3.520460373,-3.633352535
politeness-correction-024,negative,-14.0908659,-4.605532526
politeness-correction-024,neutral,1.193777327,9.843924497
politeness-correction-024,positive,12.89708857,-5.238391971
politeness-correction-027,negative,-10.97109628,-8.540013139
politeness-correction-027,neutral,3.49190239,3.602334816
politeness-correction-027,positive,7.47919389,4.937678322
politeness-correction-045,negative,-15.29146329,-6.312179083
politeness-correction-045,neutral,3.91563706,15.07707962
politeness-correction-045,positive,11.37582623,-8.764900537
politeness-correction-051,negative,-8.713458554,-4.250483281
politeness-correction-051,neutral,0.4338112086,9.984986084
politeness-correction-051,positive,8.279647345,-5.734502803
politeness-correction-076,negative,-6.566125878,-0.451341305
politeness-correction-076,neutral,0.2421051997,11.51135742
politeness-correction-076,positive,6.324020678,-11.06001612
politeness-correction-087,negative,-13.04244972,-6.665997456
politeness-correction-087,neutral,4.4995837,7.005928923
politeness-correction-087,positive,8.54286602,-0.3399314663
politeness-criticism-or-feedback-023,negative,-12.82446384,-0.6471377133
politeness-criticism-or-feedback-023,neutral,6.457437104,1.679431197
politeness-criticism-or-feedback-023,positive,6.367026737,-1.032293484
politeness-criticism-or-feedback-036,negative,-16.89610505,-6.541590607
politeness-criticism-or-feedback-036,neutral,7.542590172,9.149980149
politeness-criticism-or-feedback-036,positive,9.353514874,-2.608389541
politeness-criticism-or-feedback-041,negative,-11.31603534,0.3943764021
politeness-criticism-or-feedback-041,neutral,4.678633268,4.188699306
politeness-criticism-or-feedback-041,positive,6.637402071,-4.583075709
politeness-criticism-or-feedback-050,negative,-15.23482199,-3.909889106
politeness-criticism-or-feedback-050,neutral,3.915050796,8.405710897
politeness-criticism-or-feedback-050,positive,11.31977119,-4.495821791
politeness-criticism-or-feedback-054,negative,-10.14819248,-9.417726765
politeness-criticism-or-feedback-054,neutral,3.374151177,16.29107215
politeness-criticism-or-feedback-054,positive,6.774041306,-6.873345381
politeness-criticism-or-feedback-071,negative,-12.41983025,-14.56878314
politeness-criticism-or-feedback-071,neutral,5.60661083,14.47560245
politeness-criticism-or-feedback-071,positive,6.81321942,0.09318068566
politeness-criticism-or-feedback-099,negative,-12.49597522,-14.60356504
politeness-criticism-or-feedback-099,neutral,1.637931299,11.78629404
politeness-criticism-or-feedback-099,positive,10.85804392,2.817270997
politeness-criticism-or-feedback-100,negative,-12.66893395,-6.951442226
politeness-criticism-or-feedback-100,neutral,7.968154334,11.57376951
politeness-criticism-or-feedback-100,positive,4.700779611,-4.622327281
politeness-disagreement-012,negative,-11.89069658,4.35790813
politeness-disagreement-012,neutral,3.078926316,0.1680209516
politeness-disagreement-012,positive,8.811770261,-4.525929082
politeness-disagreement-035,negative,-17.25914228,1.1258609
politeness-disagreement-035,neutral,4.299735157,1.153844603
politeness-disagreement-035,positive,12.95940713,-2.279705504
politeness-disagreement-047,negative,-10.71734281,1.363672683
politeness-disagreement-047,neutral,0.8278125641,2.392971221
politeness-disagreement-047,positive,9.889530249,-3.756643904
politeness-disagreement-048,negative,-13.23411943,-3.449357285
politeness-disagreement-048,neutral,2.822817443,9.032923252
politeness-disagreement-048,positive,10.41130199,-5.583565966
politeness-disagreement-075,negative,-13.30321706,-2.299971697
politeness-disagreement-075,neutral,2.848889685,3.763418005
politeness-disagreement-075,positive,10.45432737,-1.463446308
politeness-disagreement-086,negative,-11.54693753,5.108288914
politeness-disagreement-086,neutral,1.885938498,-1.819509521
politeness-disagreement-086,positive,9.660999035,-3.288779393
politeness-inquiry-sensitive-008,negative,-11.58028688,-12.29324243
politeness-inquiry-sensitive-008,neutral,-1.47914198,12.53118461
politeness-inquiry-sensitive-008,positive,13.05942886,-0.2379421854
politeness-inquiry-sensitive-009,negative,-17.63827855,-1.915943284
politeness-inquiry-sensitive-009,neutral,5.951168386,8.601729747
politeness-inquiry-sensitive-009,positive,11.68711017,-6.685786463
politeness-inquiry-sensitive-016,negative,-15.37781335,3.382400958
politeness-inquiry-sensitive-016,neutral,5.076579145,10.79728045
politeness-inquiry-sensitive-016,positive,10.30123421,-14.17968141
politeness-inquiry-sensitive-092,negative,-9.602276041,-1.848263775
politeness-inquiry-sensitive-092,neutral,2.502878726,2.85121146
politeness-inquiry-sensitive-092,positive,7.099397315,-1.002947685
politeness-refusal-038,negative,-16.15926609,-6.789498332
politeness-refusal-038,neutral,7.122022813,10.63787808
politeness-refusal-038,positive,9.037243273,-3.848379748
politeness-refusal-058,negative,-11.40337726,-9.068492438
politeness-refusal-058,neutral,-0.9090262325,13.41990245
politeness-refusal-058,positive,12.3124035,-4.351410015
