row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.9992596562
MeanDiff,LogReg,0.7738737385
MeanDiff,PCA,0.9872811034
MeanDiff,Random,0.008062915759
KMeans,MeanDiff,0.9992596562
KMeans,KMeans,1
KMeans,LogReg,0.7593436129
KMeans,PCA,0.9902361314
KMeans,Random,0.008287790396
LogReg,MeanDiff,0.7738737385
LogReg,KMeans,0.7593436129
LogReg,LogReg,1
LogReg,PCA,0.6972037196
LogReg,Random,0.003617978459
PCA,MeanDiff,0.9872811034
PCA,KMeans,0.9902361314
PCA,LogReg,0.6972037196
PCA,PCA,1
PCA,Random,0.00645554224
Random,MeanDiff,0.008062915759
Random,KMeans,0.008287790396
Random,LogReg,0.003617978459
Random,PCA,0.00645554224
Random,Random,1
