row,col,cosine
MeanDiff,MeanDiff,1
MeanDiff,KMeans,0.883246267
MeanDiff,LogReg,0.5984941868
MeanDiff,PCA,0.8916225954
MeanDiff,Random,0.05259936176
KMeans,MeanDiff,0.883246267
KMeans,KMeans,1
KMeans,LogReg,0.3588928181
KMeans,PCA,0.9943359249
KMeans,Random,0.03761192125
LogReg,MeanDiff,0.5984941868
LogReg,KMeans,0.3588928181
LogReg,LogReg,1
LogReg,PCA,0.3665883042
LogReg,Random,0.04307756485
PCA,MeanDiff,0.8916225954
PCA,KMeans,0.9943359249
PCA,LogReg,0.3665883042
PCA,PCA,1
PCA,Random,0.03717048456
Random,MeanDiff,0.05259936176
Random,KMeans,0.03761192125
Random,LogReg,0.04307756485
Random,PCA,0.03717048456
Random,Random,1
